YEAR,MANAGED_BY,ECONOMIC_CATEGORY,DOMINANT_SPECIES,QUALITY_CLASS,AREA,UNIT,RELATIVE_ERROR_PERCENT
2020,state_forest_management_centre,protected_forest,grey_alder,1A,0.313021437,kha,0.707018957
2020,state_forest_management_centre,protected_forest,grey_alder,2,1.839251357,kha,0.330334137
2020,state_forest_management_centre,protected_forest,grey_alder,3,0.469532155,kha,0.623625466
2020,state_forest_management_centre,protected_forest,grey_alder,4,,kha,0.0
2020,state_forest_management_centre,protected_forest,grey_alder,5,,kha,0.0
2020,state_forest_management_centre,protected_forest,grey_alder,5A-5B,,kha,0.0
2020,state_forest_management_centre,protected_forest,pine,1,18.719793129,kha,0.131602883
2020,state_forest_management_centre,protected_forest,pine,1A,2.92352631,kha,0.260715236
2020,state_forest_management_centre,protected_forest,pine,2,26.078379314,kha,0.116216118
2020,state_forest_management_centre,protected_forest,pine,3,28.476812164,kha,0.098121292
2020,state_forest_management_centre,protected_forest,pine,4,24.507105609,kha,0.12502709
2020,state_forest_management_centre,protected_forest,pine,5,17.980107823,kha,0.120328644
2020,state_forest_management_centre,protected_forest,pine,5A-5B,22.062799466,kha,0.144801114
2020,state_forest_management_centre,protected_forest,spruce,1,16.947403151,kha,0.134452872
2020,state_forest_management_centre,protected_forest,spruce,1A,17.843974801,kha,0.139570977
2020,state_forest_management_centre,protected_forest,spruce,2,10.745681592,kha,0.164301098
2020,state_forest_management_centre,protected_forest,spruce,3,4.346318297,kha,0.24834228
2020,state_forest_management_centre,protected_forest,spruce,4,1.252085746,kha,0.353632348
2020,state_forest_management_centre,protected_forest,spruce,5,,kha,0.0
2020,state_forest_management_centre,protected_forest,spruce,5A-5B,,kha,0.0
2021,other,production_forest,aspen,1,46.602622999,kha,0.065525699
2021,other,production_forest,aspen,1A,20.521482319,kha,0.091957236
2021,other,production_forest,aspen,2,12.42176384,kha,0.130612471
2021,other,production_forest,aspen,3,2.030948257,kha,0.271942557
2021,other,production_forest,aspen,4,0.312453578,kha,0.707120958
2021,other,production_forest,aspen,5,,kha,0.0
2021,other,production_forest,aspen,5A-5B,,kha,0.0
2021,other,production_forest,birch,1,139.008440896,kha,0.040612562
2021,other,production_forest,birch,1A,44.760927875,kha,0.075441699
2021,other,production_forest,birch,2,107.254283696,kha,0.046427353
2021,other,production_forest,birch,3,49.321375317,kha,0.06503035
2021,other,production_forest,birch,4,10.836999293,kha,0.135282551
2021,other,production_forest,birch,5,3.091384455,kha,0.259164936
2021,other,production_forest,birch,5A-5B,0.624907156,kha,0.499979617
2021,other,production_forest,black_alder,1,19.667702917,kha,0.102058968
2021,other,production_forest,black_alder,1A,2.025480319,kha,0.280352108
2021,other,production_forest,black_alder,2,21.130860532,kha,0.104756069
2021,other,production_forest,black_alder,3,6.922924568,kha,0.179873295
2021,other,production_forest,black_alder,4,0.507940159,kha,0.538120298
2021,other,production_forest,black_alder,5,,kha,0.0
2021,other,production_forest,black_alder,5A-5B,,kha,0.0
2021,other,production_forest,grey_alder,1,107.06710838,kha,0.049977187
2021,other,production_forest,grey_alder,1A,15.994108088,kha,0.111562146
2021,other,production_forest,grey_alder,2,39.293896376,kha,0.070623472
2021,other,production_forest,grey_alder,3,7.093367994,kha,0.178338386
2021,other,production_forest,grey_alder,4,1.338473015,kha,0.361791636
2021,other,production_forest,grey_alder,5,,kha,0.0
2021,other,production_forest,grey_alder,5A-5B,,kha,0.0
2021,other,production_forest,other,1,10.099452622,kha,0.131227544
2021,other,production_forest,other,1A,4.028135904,kha,0.204327298
2021,other,production_forest,other,2,4.812160045,kha,0.173356007
2021,other,production_forest,other,3,3.269420503,kha,0.226720075
2021,other,production_forest,other,4,2.017184677,kha,0.335981163
2021,other,production_forest,other,5,0.312453578,kha,0.707165428
2021,other,production_forest,other,5A-5B,,kha,0.0
2021,other,production_forest,pine,1,55.438763315,kha,0.067469939
2021,other,production_forest,pine,1A,20.745433421,kha,0.100760388
2021,other,production_forest,pine,2,66.222598632,kha,0.057756965
2021,other,production_forest,pine,3,46.752881925,kha,0.068115725
2021,other,production_forest,pine,4,21.543252387,kha,0.099118674
2021,other,production_forest,pine,5,12.118777606,kha,0.129878459
2021,other,production_forest,pine,5A-5B,6.419936798,kha,0.198424929
2021,other,production_forest,spruce,1,66.013895265,kha,0.052147894
2021,other,production_forest,spruce,1A,58.565439402,kha,0.059354242
2021,other,production_forest,spruce,2,27.467294111,kha,0.084025481
2021,other,production_forest,spruce,3,7.782281266,kha,0.152561745
2021,other,production_forest,spruce,4,2.785461157,kha,0.265399105
2021,other,production_forest,spruce,5,0.781133945,kha,0.529169207
2021,other,production_forest,spruce,5A-5B,0.312453578,kha,0.707120958
2021,other,protected_forest,aspen,1,1.457892772,kha,0.387948351
2021,other,protected_forest,aspen,1A,0.750591608,kha,0.448714447
2021,other,protected_forest,aspen,2,0.781133945,kha,0.447051144
2021,other,protected_forest,aspen,3,0.312453578,kha,0.707006591
2021,other,protected_forest,aspen,4,0.156226789,kha,1.000010023
2021,other,protected_forest,aspen,5,,kha,0.0
2021,other,protected_forest,aspen,5A-5B,,kha,0.0
2021,other,protected_forest,birch,1,2.377802973,kha,0.273230403
2021,other,protected_forest,birch,1A,0.624907156,kha,0.500020047
2021,other,protected_forest,birch,2,4.193845659,kha,0.212177982
2021,other,protected_forest,birch,3,1.874721468,kha,0.333287034
2021,other,protected_forest,birch,4,1.182980491,kha,0.384176056
2021,other,protected_forest,birch,5,0.156226789,kha,1.000010023
2021,other,protected_forest,birch,5A-5B,,kha,0.0
2021,other,protected_forest,black_alder,1,0.866183809,kha,0.415285678
2021,other,protected_forest,black_alder,1A,,kha,0.0
2021,other,protected_forest,black_alder,2,0.624907156,kha,0.500006571
2021,other,protected_forest,black_alder,3,0.156226789,kha,0.999758416
2021,other,protected_forest,black_alder,4,,kha,0.0
2021,other,protected_forest,black_alder,5,,kha,0.0
2021,other,protected_forest,black_alder,5A-5B,,kha,0.0
2021,other,protected_forest,grey_alder,1,1.02084833,kha,0.38040462
2021,other,protected_forest,grey_alder,1A,0.156226789,kha,0.999722467
2021,other,protected_forest,grey_alder,2,0.882759471,kha,0.412058473
2021,other,protected_forest,grey_alder,3,0.244713642,kha,0.733943097
2021,other,protected_forest,grey_alder,4,0.156226789,kha,0.999911186
2021,other,protected_forest,grey_alder,5,,kha,0.0
2021,other,protected_forest,grey_alder,5A-5B,,kha,0.0
2021,other,protected_forest,pine,1,2.499628624,kha,0.264961343
2021,other,protected_forest,pine,1A,0.468680367,kha,0.577424688
2021,other,protected_forest,pine,2,2.757793392,kha,0.276872604
2021,other,protected_forest,pine,3,4.860715331,kha,0.229776912
2021,other,protected_forest,pine,4,2.96830899,kha,0.311451886
2021,other,protected_forest,pine,5,0.963247513,kha,0.45224757
2021,other,protected_forest,pine,5A-5B,2.655855412,kha,0.385749444
2021,other,protected_forest,spruce,1,2.54340337,kha,0.275239752
2021,other,protected_forest,spruce,1A,1.822885419,kha,0.29673625
2021,other,protected_forest,spruce,2,2.030948257,kha,0.276797584
2021,other,protected_forest,spruce,3,0.441903095,kha,0.579757613
2021,other,protected_forest,spruce,4,0.312453578,kha,0.7069494
2021,other,protected_forest,spruce,5,,kha,0.0
2021,other,protected_forest,spruce,5A-5B,,kha,0.0
2021,state_forest_management_centre,production_forest,aspen,1,12.882664113,kha,0.128969202
2021,state_forest_management_centre,production_forest,aspen,1A,12.461960993,kha,0.122415988
2021,state_forest_management_centre,production_forest,aspen,2,3.799091809,kha,0.245524177
2021,state_forest_management_centre,production_forest,aspen,3,0.937360734,kha,0.527107913
2021,state_forest_management_centre,production_forest,aspen,4,,kha,0.0
2021,state_forest_management_centre,production_forest,aspen,5,,kha,0.0
2021,state_forest_management_centre,production_forest,aspen,5A-5B,,kha,0.0
2021,state_forest_management_centre,production_forest,birch,1,75.655369055,kha,0.065677305
2021,state_forest_management_centre,production_forest,birch,1A,19.446501407,kha,0.102828452
2021,state_forest_management_centre,production_forest,birch,2,53.720690449,kha,0.068843797
2021,state_forest_management_centre,production_forest,birch,3,21.586995888,kha,0.109816812
2021,state_forest_management_centre,production_forest,birch,4,7.222020755,kha,0.187741005
2021,state_forest_management_centre,production_forest,birch,5,1.796608073,kha,0.316575462
2021,state_forest_management_centre,production_forest,birch,5A-5B,0.468680367,kha,0.577367632
2021,state_forest_management_centre,production_forest,black_alder,1,10.437464903,kha,0.146153701
2021,state_forest_management_centre,production_forest,black_alder,1A,1.106288761,kha,0.373811285
2021,state_forest_management_centre,production_forest,black_alder,2,5.870799635,kha,0.177343158
2021,state_forest_management_centre,production_forest,black_alder,3,1.26409344,kha,0.349408182
2021,state_forest_management_centre,production_forest,black_alder,4,0.297502674,kha,0.707626669
2021,state_forest_management_centre,production_forest,black_alder,5,,kha,0.0
2021,state_forest_management_centre,production_forest,black_alder,5A-5B,,kha,0.0
2021,state_forest_management_centre,production_forest,grey_alder,1,14.891787487,kha,0.124183169
2021,state_forest_management_centre,production_forest,grey_alder,1A,1.520539714,kha,0.274406057
2021,state_forest_management_centre,production_forest,grey_alder,2,6.276192529,kha,0.170511861
2021,state_forest_management_centre,production_forest,grey_alder,3,0.925237535,kha,0.408481449
2021,state_forest_management_centre,production_forest,grey_alder,4,0.312453578,kha,0.707120958
2021,state_forest_management_centre,production_forest,grey_alder,5,,kha,0.0
2021,state_forest_management_centre,production_forest,grey_alder,5A-5B,,kha,0.0
2021,state_forest_management_centre,production_forest,other,1,0.723205052,kha,0.546335255
2021,state_forest_management_centre,production_forest,other,1A,1.332708246,kha,0.374916649
2021,state_forest_management_centre,production_forest,other,2,0.504846869,kha,0.504024793
2021,state_forest_management_centre,production_forest,other,3,0.624907156,kha,0.612374133
2021,state_forest_management_centre,production_forest,other,4,0.156226789,kha,1.000010023
2021,state_forest_management_centre,production_forest,other,5,,kha,0.0
2021,state_forest_management_centre,production_forest,other,5A-5B,,kha,0.0
2021,state_forest_management_centre,production_forest,pine,1,66.797169517,kha,0.068100194
2021,state_forest_management_centre,production_forest,pine,1A,20.312091553,kha,0.114011135
2021,state_forest_management_centre,production_forest,pine,2,65.090438715,kha,0.065506681
2021,state_forest_management_centre,production_forest,pine,3,43.639610097,kha,0.0797739
2021,state_forest_management_centre,production_forest,pine,4,24.291500322,kha,0.104611557
2021,state_forest_management_centre,production_forest,pine,5,15.047404992,kha,0.128210737
2021,state_forest_management_centre,production_forest,pine,5A-5B,15.129986473,kha,0.153481778
2021,state_forest_management_centre,production_forest,spruce,1,55.054773491,kha,0.068493501
2021,state_forest_management_centre,production_forest,spruce,1A,61.188565302,kha,0.06845557
2021,state_forest_management_centre,production_forest,spruce,2,15.265950647,kha,0.106654987
2021,state_forest_management_centre,production_forest,spruce,3,5.334238728,kha,0.181935794
2021,state_forest_management_centre,production_forest,spruce,4,1.437895743,kha,0.326272284
2021,state_forest_management_centre,production_forest,spruce,5,0.156226789,kha,1.000010025
2021,state_forest_management_centre,production_forest,spruce,5A-5B,,kha,0.0
2021,state_forest_management_centre,protected_forest,aspen,1,6.177879011,kha,0.162357833
2021,state_forest_management_centre,protected_forest,aspen,1A,8.299360692,kha,0.172748892
2021,state_forest_management_centre,protected_forest,aspen,2,1.56226789,kha,0.346400194
2021,state_forest_management_centre,protected_forest,aspen,3,0.156226789,kha,1.000010023
2021,state_forest_management_centre,protected_forest,aspen,4,,kha,0.0
2021,state_forest_management_centre,protected_forest,aspen,5,0.156226789,kha,1.000010025
2021,state_forest_management_centre,protected_forest,aspen,5A-5B,,kha,0.0
2021,state_forest_management_centre,protected_forest,birch,1,22.852948427,kha,0.115189108
2021,state_forest_management_centre,protected_forest,birch,1A,10.606892856,kha,0.16032943
2021,state_forest_management_centre,protected_forest,birch,2,21.055809182,kha,0.13720618
2021,state_forest_management_centre,protected_forest,birch,3,15.688872188,kha,0.130856139
2021,state_forest_management_centre,protected_forest,birch,4,10.044054603,kha,0.185761769
2021,state_forest_management_centre,protected_forest,birch,5,4.374350091,kha,0.247547646
2021,state_forest_management_centre,protected_forest,birch,5A-5B,0.937360734,kha,0.527065295
2021,state_forest_management_centre,protected_forest,black_alder,1,5.25914051,kha,0.245312802
2021,state_forest_management_centre,protected_forest,black_alder,1A,0.624907156,kha,0.499876274
2021,state_forest_management_centre,protected_forest,black_alder,2,5.769642789,kha,0.218219326
2021,state_forest_management_centre,protected_forest,black_alder,3,1.787921864,kha,0.350483524
2021,state_forest_management_centre,protected_forest,black_alder,4,0.468680367,kha,0.745369442
2021,state_forest_management_centre,protected_forest,black_alder,5,0.312453578,kha,0.707120958
2021,state_forest_management_centre,protected_forest,black_alder,5A-5B,0.156226789,kha,0.999920172
2021,state_forest_management_centre,protected_forest,grey_alder,1,3.803919217,kha,0.192912636
2021,state_forest_management_centre,protected_forest,grey_alder,1A,0.312453578,kha,0.707222604
2021,state_forest_management_centre,protected_forest,grey_alder,2,2.329294556,kha,0.292004192
2021,state_forest_management_centre,protected_forest,grey_alder,3,0.781133945,kha,0.547740861
2021,state_forest_management_centre,protected_forest,grey_alder,4,,kha,0.0
2021,state_forest_management_centre,protected_forest,grey_alder,5,,kha,0.0
2021,state_forest_management_centre,protected_forest,grey_alder,5A-5B,,kha,0.0
2021,state_forest_management_centre,protected_forest,pine,1,25.711039417,kha,0.113170673
2021,state_forest_management_centre,protected_forest,pine,1A,4.324263783,kha,0.229028075
2021,state_forest_management_centre,protected_forest,pine,2,34.466832296,kha,0.106115533
2021,state_forest_management_centre,protected_forest,pine,3,30.884739497,kha,0.093085284
2021,state_forest_management_centre,protected_forest,pine,4,27.921148556,kha,0.115253878
2021,state_forest_management_centre,protected_forest,pine,5,21.054606236,kha,0.113759017
2021,state_forest_management_centre,protected_forest,pine,5A-5B,24.678630305,kha,0.12975748
2021,state_forest_management_centre,protected_forest,spruce,1,18.712735424,kha,0.126048527
2021,state_forest_management_centre,protected_forest,spruce,1A,19.060449388,kha,0.136364001
2021,state_forest_management_centre,protected_forest,spruce,2,12.913362677,kha,0.141983285
2021,state_forest_management_centre,protected_forest,spruce,3,4.65088713,kha,0.241174158
2021,state_forest_management_centre,protected_forest,spruce,4,2.187175046,kha,0.257476121
2021,state_forest_management_centre,protected_forest,spruce,5,0.312453578,kha,0.707260715
2021,state_forest_management_centre,protected_forest,spruce,5A-5B,,kha,0.0
2022,other,production_forest,aspen,1,45.553829913,kha,0.064837081
2022,other,production_forest,aspen,1A,20.420455694,kha,0.090036813
2022,other,production_forest,aspen,2,11.908103011,kha,0.126323006
2022,other,production_forest,aspen,3,1.717604191,kha,0.308300395
2022,other,production_forest,aspen,4,0.312291671,kha,0.707120387
2022,other,production_forest,aspen,5,0.156145836,kha,0.999794069
2022,other,production_forest,aspen,5A-5B,,kha,0.0
2022,other,production_forest,birch,1,137.875180088,kha,0.041561034
2022,other,production_forest,birch,1A,42.38093092,kha,0.078143641
2022,other,production_forest,birch,2,106.240330486,kha,0.04835019
2022,other,production_forest,birch,3,53.529649889,kha,0.066145159
2022,other,production_forest,birch,4,9.222472713,kha,0.146134386
2022,other,production_forest,birch,5,2.970986813,kha,0.264662151
2022,other,production_forest,birch,5A-5B,0.780729178,kha,0.447162815
2022,other,production_forest,black_alder,1,19.490076347,kha,0.097669351
2022,other,production_forest,black_alder,1A,2.084609363,kha,0.274713407
2022,other,production_forest,black_alder,2,20.40787034,kha,0.102750034
2022,other,production_forest,black_alder,3,6.376433798,kha,0.174136272
2022,other,production_forest,black_alder,4,0.507676955,kha,0.538119651
2022,other,production_forest,black_alder,5,,kha,0.0
2022,other,production_forest,black_alder,5A-5B,,kha,0.0
2022,other,production_forest,grey_alder,1,110.534543953,kha,0.049882549
2022,other,production_forest,grey_alder,1A,16.078758279,kha,0.114470828
2022,other,production_forest,grey_alder,2,41.279759259,kha,0.067050445
2022,other,production_forest,grey_alder,3,7.516189095,kha,0.174320974
2022,other,production_forest,grey_alder,4,1.18163361,kha,0.387690684
2022,other,production_forest,grey_alder,5,,kha,0.0
2022,other,production_forest,grey_alder,5A-5B,,kha,0.0
2022,other,production_forest,other,1,10.111254809,kha,0.129581823
2022,other,production_forest,other,1A,4.081870745,kha,0.207856612
2022,other,production_forest,other,2,4.375018937,kha,0.180534957
2022,other,production_forest,other,3,2.90117401,kha,0.227947416
2022,other,production_forest,other,4,2.016139414,kha,0.308224102
2022,other,production_forest,other,5,0.312291671,kha,0.707164834
2022,other,production_forest,other,5A-5B,,kha,0.0
2022,other,production_forest,pine,1,51.925907242,kha,0.067403732
2022,other,production_forest,pine,1A,19.885218999,kha,0.098533305
2022,other,production_forest,pine,2,64.688206047,kha,0.058118749
2022,other,production_forest,pine,3,44.199920602,kha,0.068527371
2022,other,production_forest,pine,4,20.536628196,kha,0.100813423
2022,other,production_forest,pine,5,11.405188504,kha,0.128018997
2022,other,production_forest,pine,5A-5B,5.948172615,kha,0.206676294
2022,other,production_forest,spruce,1,63.933490765,kha,0.052596376
2022,other,production_forest,spruce,1A,58.82277511,kha,0.058565701
2022,other,production_forest,spruce,2,26.186265588,kha,0.08661896
2022,other,production_forest,spruce,3,6.96953814,kha,0.161847339
2022,other,production_forest,spruce,4,2.159434447,kha,0.279002845
2022,other,production_forest,spruce,5,0.780729178,kha,0.447235108
2022,other,production_forest,spruce,5A-5B,0.156145836,kha,1.000009621
2022,other,protected_forest,aspen,1,1.457137323,kha,0.356999126
2022,other,protected_forest,aspen,1A,1.218640173,kha,0.397999375
2022,other,protected_forest,aspen,2,1.249166684,kha,0.395178399
2022,other,protected_forest,aspen,3,0.468437507,kha,0.576972764
2022,other,protected_forest,aspen,4,0.156145836,kha,1.000009619
2022,other,protected_forest,aspen,5,,kha,0.0
2022,other,protected_forest,aspen,5A-5B,,kha,0.0
2022,other,protected_forest,birch,1,3.157300024,kha,0.233596659
2022,other,protected_forest,birch,1A,0.916419909,kha,0.408802765
2022,other,protected_forest,birch,2,4.794426651,kha,0.200840405
2022,other,protected_forest,birch,3,2.6812426,kha,0.254051674
2022,other,protected_forest,birch,4,1.338513331,kha,0.358849998
2022,other,protected_forest,birch,5,0.156145836,kha,1.000009619
2022,other,protected_forest,birch,5A-5B,,kha,0.0
2022,other,protected_forest,black_alder,1,1.908414402,kha,0.353753415
2022,other,protected_forest,black_alder,1A,0.156145836,kha,1.00007248
2022,other,protected_forest,black_alder,2,1.561458355,kha,0.424019972
2022,other,protected_forest,black_alder,3,0.624583342,kha,0.499444191
2022,other,protected_forest,black_alder,4,,kha,0.0
2022,other,protected_forest,black_alder,5,,kha,0.0
2022,other,protected_forest,black_alder,5A-5B,,kha,0.0
2022,other,protected_forest,grey_alder,1,1.801048525,kha,0.289784342
2022,other,protected_forest,grey_alder,1A,0.156145836,kha,0.999722211
2022,other,protected_forest,grey_alder,2,1.663031221,kha,0.30305087
2022,other,protected_forest,grey_alder,3,0.244586837,kha,0.733942428
2022,other,protected_forest,grey_alder,4,0.156145836,kha,0.999928795
2022,other,protected_forest,grey_alder,5,,kha,0.0
2022,other,protected_forest,grey_alder,5A-5B,,kha,0.0
2022,other,protected_forest,pine,1,2.903438124,kha,0.242350236
2022,other,protected_forest,pine,1A,0.468437507,kha,0.577558731
2022,other,protected_forest,pine,2,4.09667337,kha,0.243837489
2022,other,protected_forest,pine,3,5.251403053,kha,0.201128175
2022,other,protected_forest,pine,4,3.199209566,kha,0.297785349
2022,other,protected_forest,pine,5,1.909257589,kha,0.360448524
2022,other,protected_forest,pine,5A-5B,3.122916711,kha,0.346418491
2022,other,protected_forest,spruce,1,3.322814609,kha,0.235375162
2022,other,protected_forest,spruce,1A,1.509649167,kha,0.310147291
2022,other,protected_forest,spruce,2,2.405520284,kha,0.268250072
2022,other,protected_forest,spruce,3,0.753965781,kha,0.397917042
2022,other,protected_forest,spruce,4,0.468437507,kha,0.577180255
2022,other,protected_forest,spruce,5,,kha,0.0
2022,other,protected_forest,spruce,5A-5B,,kha,0.0
2022,state_forest_management_centre,production_forest,aspen,1,13.709307683,kha,0.140964537
2022,state_forest_management_centre,production_forest,aspen,1A,12.070338535,kha,0.120221446
2022,state_forest_management_centre,production_forest,aspen,2,3.484831528,kha,0.252126542
2022,state_forest_management_centre,production_forest,aspen,3,0.468437507,kha,0.577309898
2022,state_forest_management_centre,production_forest,aspen,4,,kha,0.0
2022,state_forest_management_centre,production_forest,aspen,5,,kha,0.0
2022,state_forest_management_centre,production_forest,aspen,5A-5B,,kha,0.0
2022,state_forest_management_centre,production_forest,birch,1,72.553412314,kha,0.068277062
2022,state_forest_management_centre,production_forest,birch,1A,20.742850001,kha,0.099820045
2022,state_forest_management_centre,production_forest,birch,2,52.501257802,kha,0.066740705
2022,state_forest_management_centre,production_forest,birch,3,20.098358064,kha,0.122377899
2022,state_forest_management_centre,production_forest,birch,4,8.46744514,kha,0.164285893
2022,state_forest_management_centre,production_forest,birch,5,2.029895862,kha,0.317277228
2022,state_forest_management_centre,production_forest,birch,5A-5B,0.468437507,kha,0.577366932
2022,state_forest_management_centre,production_forest,black_alder,1,10.051856933,kha,0.149512474
2022,state_forest_management_centre,production_forest,black_alder,1A,0.94956967,kha,0.403058132
2022,state_forest_management_centre,production_forest,black_alder,2,5.754676696,kha,0.177870008
2022,state_forest_management_centre,production_forest,black_alder,3,1.029656869,kha,0.378897322
2022,state_forest_management_centre,production_forest,black_alder,4,0.297348515,kha,0.707626295
2022,state_forest_management_centre,production_forest,black_alder,5,,kha,0.0
2022,state_forest_management_centre,production_forest,black_alder,5A-5B,,kha,0.0
2022,state_forest_management_centre,production_forest,grey_alder,1,14.105871261,kha,0.116657558
2022,state_forest_management_centre,production_forest,grey_alder,1A,1.519751803,kha,0.274342408
2022,state_forest_management_centre,production_forest,grey_alder,2,6.105895524,kha,0.169913234
2022,state_forest_management_centre,production_forest,grey_alder,3,1.237049767,kha,0.353862701
2022,state_forest_management_centre,production_forest,grey_alder,4,0.312291671,kha,0.707120385
2022,state_forest_management_centre,production_forest,grey_alder,5,,kha,0.0
2022,state_forest_management_centre,production_forest,grey_alder,5A-5B,,kha,0.0
2022,state_forest_management_centre,production_forest,other,1,0.722830302,kha,0.546334515
2022,state_forest_management_centre,production_forest,other,1A,1.332017665,kha,0.374859436
2022,state_forest_management_centre,production_forest,other,2,0.453556808,kha,0.549290542
2022,state_forest_management_centre,production_forest,other,3,0.468437507,kha,0.745240374
2022,state_forest_management_centre,production_forest,other,4,0.156145836,kha,1.000009619
2022,state_forest_management_centre,production_forest,other,5,,kha,0.0
2022,state_forest_management_centre,production_forest,other,5A-5B,,kha,0.0
2022,state_forest_management_centre,production_forest,pine,1,66.655877793,kha,0.067971387
2022,state_forest_management_centre,production_forest,pine,1A,19.176879031,kha,0.119299426
2022,state_forest_management_centre,production_forest,pine,2,66.078481722,kha,0.065733322
2022,state_forest_management_centre,production_forest,pine,3,44.87940482,kha,0.077311628
2022,state_forest_management_centre,production_forest,pine,4,23.76495896,kha,0.103339002
2022,state_forest_management_centre,production_forest,pine,5,14.883461908,kha,0.131763178
2022,state_forest_management_centre,production_forest,pine,5A-5B,16.21516728,kha,0.149947328
2022,state_forest_management_centre,production_forest,spruce,1,53.842784748,kha,0.067487828
2022,state_forest_management_centre,production_forest,spruce,1A,62.273332627,kha,0.070788008
2022,state_forest_management_centre,production_forest,spruce,2,15.661349231,kha,0.105951339
2022,state_forest_management_centre,production_forest,spruce,3,5.643766309,kha,0.18575762
2022,state_forest_management_centre,production_forest,spruce,4,1.717604191,kha,0.301207348
2022,state_forest_management_centre,production_forest,spruce,5,0.156145836,kha,1.000009621
2022,state_forest_management_centre,production_forest,spruce,5A-5B,,kha,0.0
2022,state_forest_management_centre,protected_forest,aspen,1,7.599773961,kha,0.174057918
2022,state_forest_management_centre,protected_forest,aspen,1A,8.978869595,kha,0.172004955
2022,state_forest_management_centre,protected_forest,aspen,2,1.40531252,kha,0.368553507
2022,state_forest_management_centre,protected_forest,aspen,3,0.312291671,kha,0.707221977
2022,state_forest_management_centre,protected_forest,aspen,4,,kha,0.0
2022,state_forest_management_centre,protected_forest,aspen,5,0.156145836,kha,1.000009621
2022,state_forest_management_centre,protected_forest,aspen,5A-5B,,kha,0.0
2022,state_forest_management_centre,protected_forest,birch,1,22.338816586,kha,0.11621876
2022,state_forest_management_centre,protected_forest,birch,1A,11.382125764,kha,0.156827595
2022,state_forest_management_centre,protected_forest,birch,2,22.462327941,kha,0.13238511
2022,state_forest_management_centre,protected_forest,birch,3,15.680742544,kha,0.134786107
2022,state_forest_management_centre,protected_forest,birch,4,8.633537465,kha,0.194038291
2022,state_forest_management_centre,protected_forest,birch,5,3.747500053,kha,0.263586616
2022,state_forest_management_centre,protected_forest,birch,5A-5B,0.780729178,kha,0.600016033
2022,state_forest_management_centre,protected_forest,black_alder,1,6.06176871,kha,0.214622994
2022,state_forest_management_centre,protected_forest,black_alder,1A,0.468437507,kha,0.57736693
2022,state_forest_management_centre,protected_forest,black_alder,2,6.132393472,kha,0.21164398
2022,state_forest_management_centre,protected_forest,black_alder,3,1.162412058,kha,0.46706962
2022,state_forest_management_centre,protected_forest,black_alder,4,0.312291671,kha,1.000009621
2022,state_forest_management_centre,protected_forest,black_alder,5,0.468437507,kha,0.577366932
2022,state_forest_management_centre,protected_forest,black_alder,5A-5B,0.156145836,kha,0.999919814
2022,state_forest_management_centre,protected_forest,grey_alder,1,4.114239777,kha,0.189127193
2022,state_forest_management_centre,protected_forest,grey_alder,1A,0.156145836,kha,1.000009624
2022,state_forest_management_centre,protected_forest,grey_alder,2,2.699605351,kha,0.271834741
2022,state_forest_management_centre,protected_forest,grey_alder,3,0.780729178,kha,0.547740123
2022,state_forest_management_centre,protected_forest,grey_alder,4,,kha,0.0
2022,state_forest_management_centre,protected_forest,grey_alder,5,,kha,0.0
2022,state_forest_management_centre,protected_forest,grey_alder,5A-5B,,kha,0.0
2022,state_forest_management_centre,protected_forest,pine,1,25.697716497,kha,0.109566867
2022,state_forest_management_centre,protected_forest,pine,1A,4.165877205,kha,0.228755772
2022,state_forest_management_centre,protected_forest,pine,2,33.524932483,kha,0.108261483
2022,state_forest_management_centre,protected_forest,pine,3,30.246822426,kha,0.097018887
2022,state_forest_management_centre,protected_forest,pine,4,27.458900991,kha,0.114750731
2022,state_forest_management_centre,protected_forest,pine,5,21.217252278,kha,0.114585356
2022,state_forest_management_centre,protected_forest,pine,5A-5B,24.821988193,kha,0.129474975
2022,state_forest_management_centre,protected_forest,spruce,1,18.215270517,kha,0.123302315
2022,state_forest_management_centre,protected_forest,spruce,1A,18.879717891,kha,0.131161257
2022,state_forest_management_centre,protected_forest,spruce,2,11.133994417,kha,0.143595021
2022,state_forest_management_centre,protected_forest,spruce,3,3.55545629,kha,0.234805137
2022,state_forest_management_centre,protected_forest,spruce,4,2.498333369,kha,0.257576765
2022,state_forest_management_centre,protected_forest,spruce,5,0.468437507,kha,0.5774758
2022,state_forest_management_centre,protected_forest,spruce,5A-5B,,kha,0.0
2023,other,production_forest,aspen,1,45.930570742,kha,0.062793854
2023,other,production_forest,aspen,1A,22.175705984,kha,0.086265153
2023,other,production_forest,aspen,2,12.552630238,kha,0.12689177
2023,other,production_forest,aspen,3,2.650066055,kha,0.278787901
2023,other,production_forest,aspen,4,0.467658716,kha,0.577283772
2023,other,production_forest,aspen,5,0.155886239,kha,0.999785269
2023,other,production_forest,aspen,5A-5B,,kha,0.0
2023,other,production_forest,birch,1,138.697582746,kha,0.04159071
2023,other,production_forest,birch,1A,45.867343284,kha,0.075355142
2023,other,production_forest,birch,2,106.053289647,kha,0.047256631
2023,other,production_forest,birch,3,53.522059084,kha,0.064842984
2023,other,production_forest,birch,4,10.672158954,kha,0.137316817
2023,other,production_forest,birch,5,3.745478653,kha,0.250953256
