YEAR,DOMINANT_SPECIES,AGE_GROUP,ECONOMIC_CATEGORY,AREA,UNIT
2013,aspen,121...130,protected_forest,0.0,kha
2013,aspen,131...140,protected_forest,0.0,kha
2013,aspen,141...,protected_forest,0.0,kha
2013,aspen,21...30,protected_forest,0.5,kha
2013,aspen,31...40,protected_forest,0.0,kha
2013,aspen,41...50,protected_forest,1.5,kha
2013,aspen,51...60,protected_forest,2.5,kha
2013,aspen,61...70,protected_forest,2.9,kha
2013,aspen,71...80,protected_forest,1.7,kha
2013,aspen,81...90,protected_forest,0.4,kha
2013,aspen,91...100,protected_forest,0.0,kha
2013,aspen,no_trees,protected_forest,0.0,kha
2013,aspen,renewal_not_complete,protected_forest,0.4,kha
2013,birch,...10,production_forest,52.2,kha
2013,birch,101...110,production_forest,0.6,kha
2013,birch,11...20,production_forest,60.0,kha
2013,birch,111...120,production_forest,0.2,kha
2013,birch,121...130,production_forest,0.2,kha
2013,birch,131...140,production_forest,0.0,kha
2013,birch,141...,production_forest,0.0,kha
2013,birch,21...30,production_forest,58.0,kha
2013,birch,31...40,production_forest,74.9,kha
2013,birch,41...50,production_forest,112.7,kha
2013,birch,51...60,production_forest,95.4,kha
2013,birch,61...70,production_forest,77.2,kha
2013,birch,71...80,production_forest,42.6,kha
2013,birch,81...90,production_forest,13.3,kha
2013,birch,91...100,production_forest,7.0,kha
2013,birch,no_trees,production_forest,17.4,kha
2013,birch,renewal_not_complete,production_forest,17.3,kha
2013,birch,...10,protected_forest,1.3,kha
2013,birch,101...110,protected_forest,1.5,kha
2013,birch,11...20,protected_forest,3.0,kha
2013,birch,111...120,protected_forest,0.5,kha
2013,birch,121...130,protected_forest,0.2,kha
2013,birch,131...140,protected_forest,0.0,kha
2013,birch,141...,protected_forest,0.0,kha
2013,birch,21...30,protected_forest,3.3,kha
2013,birch,31...40,protected_forest,5.2,kha
2013,birch,41...50,protected_forest,10.8,kha
2013,birch,51...60,protected_forest,10.8,kha
2013,birch,61...70,protected_forest,13.4,kha
2013,birch,71...80,protected_forest,10.7,kha
2013,birch,81...90,protected_forest,4.3,kha
2013,birch,91...100,protected_forest,2.0,kha
2013,birch,no_trees,protected_forest,1.1,kha
2013,birch,renewal_not_complete,protected_forest,0.4,kha
2013,black_alder,...10,production_forest,7.3,kha
2013,black_alder,101...110,production_forest,0.1,kha
2013,black_alder,11...20,production_forest,3.1,kha
2013,black_alder,111...120,production_forest,0.2,kha
2013,black_alder,121...130,production_forest,0.2,kha
2013,black_alder,131...140,production_forest,0.0,kha
2013,black_alder,141...,production_forest,0.0,kha
2013,black_alder,21...30,production_forest,3.3,kha
2013,black_alder,31...40,production_forest,7.4,kha
2013,black_alder,41...50,production_forest,10.7,kha
2013,black_alder,51...60,production_forest,12.7,kha
2013,black_alder,61...70,production_forest,8.0,kha
2013,black_alder,71...80,production_forest,3.1,kha
2013,black_alder,81...90,production_forest,2.9,kha
2013,black_alder,91...100,production_forest,0.8,kha
2013,black_alder,no_trees,production_forest,2.3,kha
2013,black_alder,renewal_not_complete,production_forest,4.8,kha
2013,black_alder,...10,protected_forest,0.0,kha
2013,black_alder,101...110,protected_forest,0.2,kha
2013,black_alder,11...20,protected_forest,0.4,kha
2013,black_alder,111...120,protected_forest,0.0,kha
2013,black_alder,121...130,protected_forest,0.0,kha
2013,black_alder,131...140,protected_forest,0.0,kha
2013,black_alder,141...,protected_forest,0.0,kha
2013,black_alder,21...30,protected_forest,0.4,kha
2013,black_alder,31...40,protected_forest,1.2,kha
2013,black_alder,41...50,protected_forest,2.7,kha
2013,black_alder,51...60,protected_forest,2.2,kha
2013,black_alder,61...70,protected_forest,1.3,kha
2013,black_alder,71...80,protected_forest,0.8,kha
2013,black_alder,81...90,protected_forest,1.2,kha
2013,black_alder,91...100,protected_forest,0.4,kha
2013,black_alder,no_trees,protected_forest,0.0,kha
2013,black_alder,renewal_not_complete,protected_forest,0.2,kha
2013,grey_alder,...10,production_forest,32.1,kha
2013,grey_alder,101...110,production_forest,0.0,kha
2013,grey_alder,11...20,production_forest,33.7,kha
2013,grey_alder,111...120,production_forest,0.0,kha
2013,grey_alder,121...130,production_forest,0.0,kha
2013,grey_alder,131...140,production_forest,0.0,kha
2013,grey_alder,141...,production_forest,0.0,kha
2013,grey_alder,21...30,production_forest,32.4,kha
2013,grey_alder,31...40,production_forest,49.6,kha
2013,grey_alder,41...50,production_forest,26.6,kha
2013,grey_alder,51...60,production_forest,11.4,kha
2013,grey_alder,61...70,production_forest,1.5,kha
2013,grey_alder,71...80,production_forest,0.0,kha
2013,grey_alder,81...90,production_forest,0.0,kha
2013,grey_alder,91...100,production_forest,0.0,kha
2013,grey_alder,no_trees,production_forest,3.2,kha
2013,grey_alder,renewal_not_complete,production_forest,9.5,kha
2013,grey_alder,...10,protected_forest,0.5,kha
2013,grey_alder,101...110,protected_forest,0.0,kha
2013,grey_alder,11...20,protected_forest,1.3,kha
2013,grey_alder,111...120,protected_forest,0.0,kha
2013,grey_alder,121...130,protected_forest,0.0,kha
2013,grey_alder,131...140,protected_forest,0.0,kha
2013,grey_alder,141...,protected_forest,0.0,kha
2013,grey_alder,21...30,protected_forest,0.6,kha
2013,grey_alder,31...40,protected_forest,1.0,kha
2013,grey_alder,41...50,protected_forest,0.9,kha
2013,grey_alder,51...60,protected_forest,0.6,kha
2013,grey_alder,61...70,protected_forest,0.0,kha
2013,grey_alder,71...80,protected_forest,0.0,kha
2013,grey_alder,81...90,protected_forest,0.0,kha
2013,grey_alder,91...100,protected_forest,0.0,kha
2013,grey_alder,no_trees,protected_forest,0.0,kha
2013,grey_alder,renewal_not_complete,protected_forest,0.1,kha
2013,other,...10,production_forest,2.7,kha
2013,other,101...110,production_forest,1.0,kha
2013,other,11...20,production_forest,5.7,kha
2013,other,111...120,production_forest,0.2,kha
2013,other,121...130,production_forest,0.6,kha
2013,other,131...140,production_forest,0.0,kha
2013,other,141...,production_forest,0.0,kha
2013,other,21...30,production_forest,3.4,kha
2013,other,31...40,production_forest,2.7,kha
2013,other,41...50,production_forest,5.2,kha
2013,other,51...60,production_forest,2.8,kha
2013,other,61...70,production_forest,3.6,kha
2013,other,71...80,production_forest,1.5,kha
2013,other,81...90,production_forest,1.9,kha
2013,other,91...100,production_forest,0.4,kha
2013,other,no_trees,production_forest,0.6,kha
2013,other,renewal_not_complete,production_forest,1.9,kha
2013,other,...10,protected_forest,0.0,kha
2013,other,101...110,protected_forest,0.5,kha
2013,other,11...20,protected_forest,0.2,kha
2013,other,111...120,protected_forest,0.2,kha
2013,other,121...130,protected_forest,0.0,kha
2013,other,131...140,protected_forest,0.0,kha
2013,other,141...,protected_forest,0.6,kha
2013,other,21...30,protected_forest,0.3,kha
2013,other,31...40,protected_forest,0.0,kha
2013,other,41...50,protected_forest,0.5,kha
2013,other,51...60,protected_forest,0.2,kha
2013,other,61...70,protected_forest,0.0,kha
2013,other,71...80,protected_forest,0.4,kha
2013,other,81...90,protected_forest,0.6,kha
2013,other,91...100,protected_forest,0.4,kha
2013,other,no_trees,protected_forest,0.0,kha
2013,other,renewal_not_complete,protected_forest,0.0,kha
2013,pine,...10,production_forest,13.3,kha
2013,pine,101...110,production_forest,24.3,kha
2013,pine,11...20,production_forest,25.0,kha
2013,pine,111...120,production_forest,12.9,kha
2013,pine,121...130,production_forest,9.8,kha
2013,pine,131...140,production_forest,5.8,kha
2013,pine,141...,production_forest,6.8,kha
2013,pine,21...30,production_forest,26.0,kha
2013,pine,31...40,production_forest,36.7,kha
2013,pine,41...50,production_forest,56.2,kha
2013,pine,51...60,production_forest,76.8,kha
2013,pine,61...70,production_forest,99.8,kha
2013,pine,71...80,production_forest,78.6,kha
2013,pine,81...90,production_forest,59.5,kha
2013,pine,91...100,production_forest,42.2,kha
2013,pine,no_trees,production_forest,13.7,kha
2013,pine,renewal_not_complete,production_forest,18.5,kha
2013,pine,...10,protected_forest,0.2,kha
2013,pine,101...110,protected_forest,6.1,kha
2013,pine,11...20,protected_forest,1.3,kha
2013,pine,111...120,protected_forest,6.2,kha
2013,pine,121...130,protected_forest,5.5,kha
2013,pine,131...140,protected_forest,4.7,kha
2013,pine,141...,protected_forest,9.7,kha
2013,pine,21...30,protected_forest,4.5,kha
2013,pine,31...40,protected_forest,5.7,kha
2013,pine,41...50,protected_forest,10.2,kha
2013,pine,51...60,protected_forest,14.3,kha
2013,pine,61...70,protected_forest,20.0,kha
2013,pine,71...80,protected_forest,14.4,kha
2013,pine,81...90,protected_forest,10.5,kha
2013,pine,91...100,protected_forest,12.4,kha
2013,pine,no_trees,protected_forest,0.4,kha
2013,pine,renewal_not_complete,protected_forest,1.2,kha
2013,spruce,...10,production_forest,9.5,kha
2013,spruce,101...110,production_forest,6.9,kha
2013,spruce,11...20,production_forest,27.2,kha
2013,spruce,111...120,production_forest,2.3,kha
2013,spruce,121...130,production_forest,2.0,kha
2013,spruce,131...140,production_forest,0.4,kha
2013,spruce,141...,production_forest,1.0,kha
2013,spruce,21...30,production_forest,24.4,kha
2013,spruce,31...40,production_forest,47.3,kha
2013,spruce,41...50,production_forest,52.3,kha
2013,spruce,51...60,production_forest,31.1,kha
2013,spruce,61...70,production_forest,42.9,kha
2013,spruce,71...80,production_forest,36.1,kha
2013,spruce,81...90,production_forest,19.0,kha
2013,spruce,91...100,production_forest,11.5,kha
2013,spruce,no_trees,production_forest,21.6,kha
2013,spruce,renewal_not_complete,production_forest,21.0,kha
2013,spruce,...10,protected_forest,0.2,kha
2013,spruce,101...110,protected_forest,1.0,kha
2013,spruce,11...20,protected_forest,1.4,kha
2013,spruce,111...120,protected_forest,0.6,kha
2013,spruce,121...130,protected_forest,1.0,kha
2013,spruce,131...140,protected_forest,0.4,kha
2013,spruce,141...,protected_forest,0.9,kha
2013,spruce,21...30,protected_forest,1.5,kha
2013,spruce,31...40,protected_forest,3.8,kha
2013,spruce,41...50,protected_forest,4.9,kha
2013,spruce,51...60,protected_forest,1.2,kha
2013,spruce,61...70,protected_forest,3.4,kha
2013,spruce,71...80,protected_forest,4.0,kha
2013,spruce,81...90,protected_forest,2.1,kha
2013,spruce,91...100,protected_forest,3.3,kha
2013,spruce,no_trees,protected_forest,0.9,kha
2013,spruce,renewal_not_complete,protected_forest,0.9,kha
2014,aspen,...10,production_forest,23.0,kha
2014,aspen,101...110,production_forest,0.4,kha
2014,aspen,11...20,production_forest,13.7,kha
2014,aspen,111...120,production_forest,0.2,kha
2014,aspen,121...130,production_forest,0.0,kha
2014,aspen,131...140,production_forest,0.0,kha
2014,aspen,141...,production_forest,0.0,kha
2014,aspen,21...30,production_forest,6.5,kha
2014,aspen,31...40,production_forest,4.1,kha
2014,aspen,41...50,production_forest,14.4,kha
2014,aspen,51...60,production_forest,16.9,kha
2014,aspen,61...70,production_forest,16.3,kha
2014,aspen,71...80,production_forest,7.4,kha
2014,aspen,81...90,production_forest,2.7,kha
2014,aspen,91...100,production_forest,0.7,kha
2014,aspen,no_trees,production_forest,3.1,kha
2014,aspen,renewal_not_complete,production_forest,11.1,kha
2014,aspen,...10,protected_forest,0.8,kha
2014,aspen,101...110,protected_forest,0.2,kha
2014,aspen,11...20,protected_forest,0.3,kha
2014,aspen,111...120,protected_forest,0.0,kha
2014,aspen,121...130,protected_forest,0.0,kha
2014,aspen,131...140,protected_forest,0.0,kha
2014,aspen,141...,protected_forest,0.0,kha
2014,aspen,21...30,protected_forest,0.2,kha
2014,aspen,31...40,protected_forest,0.0,kha
2014,aspen,41...50,protected_forest,1.6,kha
2014,aspen,51...60,protected_forest,2.1,kha
2014,aspen,61...70,protected_forest,2.3,kha
2014,aspen,71...80,protected_forest,2.0,kha
2014,aspen,81...90,protected_forest,0.5,kha
2014,aspen,91...100,protected_forest,0.2,kha
2014,aspen,no_trees,protected_forest,0.0,kha
2014,aspen,renewal_not_complete,protected_forest,0.4,kha
2014,birch,...10,production_forest,51.1,kha
2014,birch,101...110,production_forest,0.8,kha
2014,birch,11...20,production_forest,68.7,kha
2014,birch,111...120,production_forest,0.0,kha
2014,birch,121...130,production_forest,0.2,kha
2014,birch,131...140,production_forest,0.0,kha
2014,birch,141...,production_forest,0.0,kha
2014,birch,21...30,production_forest,56.4,kha
2014,birch,31...40,production_forest,75.5,kha
2014,birch,41...50,production_forest,101.4,kha
2014,birch,51...60,production_forest,99.8,kha
2014,birch,61...70,production_forest,71.4,kha
2014,birch,71...80,production_forest,43.4,kha
2014,birch,81...90,production_forest,13.1,kha
2014,birch,91...100,production_forest,6.8,kha
2014,birch,no_trees,production_forest,19.3,kha
2014,birch,renewal_not_complete,production_forest,16.7,kha
2014,birch,...10,protected_forest,1.1,kha
2014,birch,101...110,protected_forest,1.1,kha
2014,birch,11...20,protected_forest,2.7,kha
2014,birch,111...120,protected_forest,0.4,kha
2014,birch,121...130,protected_forest,0.2,kha
2014,birch,131...140,protected_forest,0.0,kha
2014,birch,141...,protected_forest,0.0,kha
2014,birch,21...30,protected_forest,3.7,kha
2014,birch,31...40,protected_forest,5.6,kha
2014,birch,41...50,protected_forest,10.0,kha
2014,birch,51...60,protected_forest,10.5,kha
2014,birch,61...70,protected_forest,12.6,kha
2014,birch,71...80,protected_forest,9.6,kha
2014,birch,81...90,protected_forest,4.6,kha
2014,birch,91...100,protected_forest,1.4,kha
2014,birch,no_trees,protected_forest,1.0,kha
2014,birch,renewal_not_complete,protected_forest,0.6,kha
2014,black_alder,...10,production_forest,6.7,kha
2014,black_alder,101...110,production_forest,0.0,kha
2014,black_alder,11...20,production_forest,4.8,kha
2014,black_alder,111...120,production_forest,0.0,kha
2014,black_alder,121...130,production_forest,0.2,kha
2014,black_alder,131...140,production_forest,0.0,kha
2014,black_alder,141...,production_forest,0.0,kha
2014,black_alder,21...30,production_forest,2.7,kha
2014,black_alder,31...40,production_forest,6.4,kha
2014,black_alder,41...50,production_forest,9.4,kha
2014,black_alder,51...60,production_forest,11.8,kha
2014,black_alder,61...70,production_forest,7.9,kha
2014,black_alder,71...80,production_forest,3.8,kha
2014,black_alder,81...90,production_forest,2.7,kha
2014,black_alder,91...100,production_forest,0.8,kha
2014,black_alder,no_trees,production_forest,1.9,kha
2014,black_alder,renewal_not_complete,production_forest,4.6,kha
2014,black_alder,...10,protected_forest,0.0,kha
2014,black_alder,101...110,protected_forest,0.2,kha
2014,black_alder,11...20,protected_forest,0.2,kha
2014,black_alder,111...120,protected_forest,0.0,kha
2014,black_alder,121...130,protected_forest,0.2,kha
2014,black_alder,131...140,protected_forest,0.0,kha
2014,black_alder,141...,protected_forest,0.0,kha
2014,black_alder,21...30,protected_forest,0.0,kha
2014,black_alder,31...40,protected_forest,1.9,kha
2014,black_alder,41...50,protected_forest,2.5,kha
2014,black_alder,51...60,protected_forest,1.9,kha
2014,black_alder,61...70,protected_forest,1.4,kha
2014,black_alder,71...80,protected_forest,1.7,kha
2014,black_alder,81...90,protected_forest,1.2,kha
2014,black_alder,91...100,protected_forest,0.6,kha
2014,black_alder,no_trees,protected_forest,0.0,kha
2014,black_alder,renewal_not_complete,protected_forest,0.0,kha
2014,grey_alder,...10,production_forest,36.0,kha
2014,grey_alder,101...110,production_forest,0.0,kha
2014,grey_alder,11...20,production_forest,36.0,kha
2014,grey_alder,111...120,production_forest,0.0,kha
2014,grey_alder,121...130,production_forest,0.0,kha
2014,grey_alder,131...140,production_forest,0.0,kha
2014,grey_alder,141...,production_forest,0.0,kha
2014,grey_alder,21...30,production_forest,31.1,kha
2014,grey_alder,31...40,production_forest,48.6,kha
2014,grey_alder,41...50,production_forest,25.3,kha
2014,grey_alder,51...60,production_forest,11.5,kha
2014,grey_alder,61...70,production_forest,1.5,kha
2014,grey_alder,71...80,production_forest,0.0,kha
2014,grey_alder,81...90,production_forest,0.0,kha
2014,grey_alder,91...100,production_forest,0.0,kha
2014,grey_alder,no_trees,production_forest,4.1,kha
2014,grey_alder,renewal_not_complete,production_forest,8.7,kha
2014,grey_alder,...10,protected_forest,0.5,kha
2014,grey_alder,101...110,protected_forest,0.0,kha
2014,grey_alder,11...20,protected_forest,1.0,kha
2014,grey_alder,111...120,protected_forest,0.0,kha
2014,grey_alder,121...130,protected_forest,0.0,kha
2014,grey_alder,131...140,protected_forest,0.0,kha
2014,grey_alder,141...,protected_forest,0.0,kha
2014,grey_alder,21...30,protected_forest,0.6,kha
2014,grey_alder,31...40,protected_forest,1.5,kha
2014,grey_alder,41...50,protected_forest,0.8,kha
2014,grey_alder,51...60,protected_forest,0.6,kha
2014,grey_alder,61...70,protected_forest,0.0,kha
2014,grey_alder,71...80,protected_forest,0.0,kha
2014,grey_alder,81...90,protected_forest,0.0,kha
2014,grey_alder,91...100,protected_forest,0.0,kha
2014,grey_alder,no_trees,protected_forest,0.0,kha
2014,grey_alder,renewal_not_complete,protected_forest,0.1,kha
2014,other,...10,production_forest,2.4,kha
2014,other,101...110,production_forest,0.6,kha
2014,other,11...20,production_forest,5.9,kha
2014,other,111...120,production_forest,0.4,kha
2014,other,121...130,production_forest,0.6,kha
2014,other,131...140,production_forest,0.0,kha
2014,other,141...,production_forest,0.0,kha
2014,other,21...30,production_forest,3.1,kha
2014,other,31...40,production_forest,2.9,kha
2014,other,41...50,production_forest,5.0,kha
2014,other,51...60,production_forest,2.4,kha
2014,other,61...70,production_forest,3.3,kha
2014,other,71...80,production_forest,1.4,kha
2014,other,81...90,production_forest,2.1,kha
2014,other,91...100,production_forest,0.6,kha
2014,other,no_trees,production_forest,0.6,kha
2014,other,renewal_not_complete,production_forest,2.1,kha
2014,other,...10,protected_forest,0.0,kha
2014,other,101...110,protected_forest,0.4,kha
2014,other,11...20,protected_forest,0.2,kha
2014,other,111...120,protected_forest,0.4,kha
2014,other,121...130,protected_forest,0.0,kha
2014,other,131...140,protected_forest,0.0,kha
2014,other,141...,protected_forest,0.6,kha
2014,other,21...30,protected_forest,0.2,kha
2014,other,31...40,protected_forest,0.2,kha
2014,other,41...50,protected_forest,0.6,kha
2014,other,51...60,protected_forest,0.2,kha
2014,other,61...70,protected_forest,0.4,kha
2014,other,71...80,protected_forest,0.7,kha
2014,other,81...90,protected_forest,0.8,kha
2014,other,91...100,protected_forest,0.2,kha
2014,other,no_trees,protected_forest,0.0,kha
2014,other,renewal_not_complete,protected_forest,0.0,kha
2014,pine,...10,production_forest,12.9,kha
2014,pine,101...110,production_forest,28.0,kha
2014,pine,11...20,production_forest,24.8,kha
2014,pine,111...120,production_forest,13.7,kha
2014,pine,121...130,production_forest,9.1,kha
2014,pine,131...140,production_forest,6.4,kha
2014,pine,141...,production_forest,7.6,kha
2014,pine,21...30,production_forest,24.7,kha
2014,pine,31...40,production_forest,36.5,kha
2014,pine,41...50,production_forest,55.3,kha
2014,pine,51...60,production_forest,76.3,kha
2014,pine,61...70,production_forest,97.1,kha
2014,pine,71...80,production_forest,80.8,kha
2014,pine,81...90,production_forest,64.8,kha
2014,pine,91...100,production_forest,42.6,kha
2014,pine,no_trees,production_forest,14.0,kha
2014,pine,renewal_not_complete,production_forest,21.2,kha
2014,pine,...10,protected_forest,0.3,kha
2014,pine,101...110,protected_forest,7.6,kha
2014,pine,11...20,protected_forest,1.3,kha
2014,pine,111...120,protected_forest,6.2,kha
2014,pine,121...130,protected_forest,6.1,kha
2014,pine,131...140,protected_forest,5.0,kha
2014,pine,141...,protected_forest,11.6,kha
2014,pine,21...30,protected_forest,3.7,kha
2014,pine,31...40,protected_forest,6.4,kha
2014,pine,41...50,protected_forest,9.0,kha
2014,pine,51...60,protected_forest,13.3,kha
2014,pine,61...70,protected_forest,18.3,kha
2014,pine,71...80,protected_forest,12.7,kha
2014,pine,81...90,protected_forest,12.5,kha
2014,pine,91...100,protected_forest,12.7,kha
2014,pine,no_trees,protected_forest,0.1,kha
2014,pine,renewal_not_complete,protected_forest,1.0,kha
2014,spruce,...10,production_forest,12.0,kha
2014,spruce,101...110,production_forest,7.7,kha
2014,spruce,11...20,production_forest,29.3,kha
2014,spruce,111...120,production_forest,2.1,kha
2014,spruce,121...130,production_forest,1.9,kha
2014,spruce,131...140,production_forest,1.1,kha
2014,spruce,141...,production_forest,0.8,kha
2014,spruce,21...30,production_forest,22.4,kha
2014,spruce,31...40,production_forest,50.1,kha
2014,spruce,41...50,production_forest,54.7,kha
2014,spruce,51...60,production_forest,32.9,kha
2014,spruce,61...70,production_forest,42.6,kha
2014,spruce,71...80,production_forest,38.3,kha
2014,spruce,81...90,production_forest,19.2,kha
2014,spruce,91...100,production_forest,13.2,kha
2014,spruce,no_trees,production_forest,23.5,kha
2014,spruce,renewal_not_complete,production_forest,23.3,kha
2014,spruce,...10,protected_forest,0.3,kha
2014,spruce,101...110,protected_forest,1.6,kha
2014,spruce,11...20,protected_forest,1.6,kha
2014,spruce,111...120,protected_forest,1.0,kha
2014,spruce,121...130,protected_forest,1.3,kha
2014,spruce,131...140,protected_forest,0.4,kha
2014,spruce,141...,protected_forest,0.9,kha
2014,spruce,21...30,protected_forest,1.5,kha
2014,spruce,31...40,protected_forest,3.0,kha
2014,spruce,41...50,protected_forest,6.3,kha
2014,spruce,51...60,protected_forest,1.9,kha
2014,spruce,61...70,protected_forest,3.2,kha
2014,spruce,71...80,protected_forest,4.1,kha
2014,spruce,81...90,protected_forest,2.1,kha
2014,spruce,91...100,protected_forest,3.3,kha
2014,spruce,no_trees,protected_forest,1.0,kha
2014,spruce,renewal_not_complete,protected_forest,0.9,kha
2015,aspen,...10,production_forest,25.2,kha
2015,aspen,101...110,production_forest,0.6,kha
2015,aspen,11...20,production_forest,13.6,kha
2015,aspen,111...120,production_forest,0.2,kha
2015,aspen,121...130,production_forest,0.0,kha
2015,aspen,131...140,production_forest,0.0,kha
2015,aspen,141...,production_forest,0.0,kha
2015,aspen,21...30,production_forest,6.2,kha
2015,aspen,31...40,production_forest,5.1,kha
2015,aspen,41...50,production_forest,13.1,kha
2015,aspen,51...60,production_forest,15.1,kha
2015,aspen,61...70,production_forest,16.9,kha
2015,aspen,71...80,production_forest,7.9,kha
2015,aspen,81...90,production_forest,2.7,kha
2015,aspen,91...100,production_forest,1.0,kha
2015,aspen,no_trees,production_forest,2.9,kha
2015,aspen,renewal_not_complete,production_forest,11.0,kha
2015,aspen,...10,protected_forest,0.8,kha
2015,aspen,101...110,protected_forest,0.1,kha
2015,aspen,11...20,protected_forest,0.8,kha
2015,aspen,111...120,protected_forest,0.0,kha
2015,aspen,121...130,protected_forest,0.2,kha
2015,aspen,131...140,protected_forest,0.0,kha
2015,aspen,141...,protected_forest,0.0,kha
2015,aspen,21...30,protected_forest,0.4,kha
2015,aspen,31...40,protected_forest,0.0,kha
2015,aspen,41...50,protected_forest,1.3,kha
2015,aspen,51...60,protected_forest,2.9,kha
2015,aspen,61...70,protected_forest,3.1,kha
2015,aspen,71...80,protected_forest,2.4,kha
2015,aspen,81...90,protected_forest,0.6,kha
2015,aspen,91...100,protected_forest,0.4,kha
2015,aspen,no_trees,protected_forest,0.0,kha
2015,aspen,renewal_not_complete,protected_forest,0.1,kha
2015,birch,...10,production_forest,49.9,kha
2015,birch,101...110,production_forest,1.3,kha
2015,birch,11...20,production_forest,73.6,kha
2015,birch,111...120,production_forest,0.0,kha
2015,birch,121...130,production_forest,0.0,kha
2015,birch,131...140,production_forest,0.2,kha
2015,birch,141...,production_forest,0.0,kha
2015,birch,21...30,production_forest,57.1,kha
2015,birch,31...40,production_forest,72.0,kha
2015,birch,41...50,production_forest,92.6,kha
2015,birch,51...60,production_forest,100.9,kha
2015,birch,61...70,production_forest,72.2,kha
2015,birch,71...80,production_forest,40.6,kha
2015,birch,81...90,production_forest,15.0,kha
2015,birch,91...100,production_forest,5.8,kha
2015,birch,no_trees,production_forest,18.7,kha
2015,birch,renewal_not_complete,production_forest,17.2,kha
2015,birch,...10,protected_forest,1.3,kha
2015,birch,101...110,protected_forest,0.8,kha
2015,birch,11...20,protected_forest,3.2,kha
2015,birch,111...120,protected_forest,0.9,kha
2015,birch,121...130,protected_forest,0.2,kha
2015,birch,131...140,protected_forest,0.2,kha
2015,birch,141...,protected_forest,0.0,kha
2015,birch,21...30,protected_forest,4.6,kha
2015,birch,31...40,protected_forest,8.1,kha
2015,birch,41...50,protected_forest,11.2,kha
2015,birch,51...60,protected_forest,11.5,kha
2015,birch,61...70,protected_forest,13.5,kha
2015,birch,71...80,protected_forest,9.3,kha
2015,birch,81...90,protected_forest,6.0,kha
2015,birch,91...100,protected_forest,2.4,kha
2015,birch,no_trees,protected_forest,0.9,kha
2015,birch,renewal_not_complete,protected_forest,0.8,kha
2015,black_alder,...10,production_forest,6.6,kha
2015,black_alder,101...110,production_forest,0.0,kha
2015,black_alder,11...20,production_forest,4.8,kha
2015,black_alder,111...120,production_forest,0.0,kha
2015,black_alder,121...130,production_forest,0.0,kha
2015,black_alder,131...140,production_forest,0.2,kha
2015,black_alder,141...,production_forest,0.0,kha
2015,black_alder,21...30,production_forest,2.8,kha
2015,black_alder,31...40,production_forest,7.9,kha
2015,black_alder,41...50,production_forest,8.9,kha
2015,black_alder,51...60,production_forest,12.1,kha
2015,black_alder,61...70,production_forest,8.7,kha
2015,black_alder,71...80,production_forest,4.3,kha
2015,black_alder,81...90,production_forest,2.2,kha
2015,black_alder,91...100,production_forest,0.7,kha
2015,black_alder,no_trees,production_forest,1.8,kha
2015,black_alder,renewal_not_complete,production_forest,4.1,kha
2015,black_alder,...10,protected_forest,0.0,kha
2015,black_alder,101...110,protected_forest,0.3,kha
2015,black_alder,11...20,protected_forest,0.6,kha
2015,black_alder,111...120,protected_forest,0.0,kha
2015,black_alder,121...130,protected_forest,0.2,kha
2015,black_alder,131...140,protected_forest,0.0,kha
2015,black_alder,141...,protected_forest,0.0,kha
2015,black_alder,21...30,protected_forest,0.2,kha
2015,black_alder,31...40,protected_forest,2.3,kha
2015,black_alder,41...50,protected_forest,2.7,kha
2015,black_alder,51...60,protected_forest,2.0,kha
2015,black_alder,61...70,protected_forest,1.4,kha
2015,black_alder,71...80,protected_forest,1.8,kha
2015,black_alder,81...90,protected_forest,0.9,kha
2015,black_alder,91...100,protected_forest,0.8,kha
2015,black_alder,no_trees,protected_forest,0.0,kha
2015,black_alder,renewal_not_complete,protected_forest,0.0,kha
2015,grey_alder,...10,production_forest,42.2,kha
2015,grey_alder,101...110,production_forest,0.0,kha
2015,grey_alder,11...20,production_forest,36.7,kha
2015,grey_alder,111...120,production_forest,0.0,kha
2015,grey_alder,121...130,production_forest,0.0,kha
2015,grey_alder,131...140,production_forest,0.0,kha
2015,grey_alder,141...,production_forest,0.0,kha
2015,grey_alder,21...30,production_forest,31.2,kha
2015,grey_alder,31...40,production_forest,44.0,kha
2015,grey_alder,41...50,production_forest,24.5,kha
2015,grey_alder,51...60,production_forest,12.3,kha
2015,grey_alder,61...70,production_forest,1.7,kha
2015,grey_alder,71...80,production_forest,0.1,kha
2015,grey_alder,81...90,production_forest,0.0,kha
2015,grey_alder,91...100,production_forest,0.0,kha
2015,grey_alder,no_trees,production_forest,4.2,kha
2015,grey_alder,renewal_not_complete,production_forest,8.0,kha
2015,grey_alder,...10,protected_forest,0.4,kha
2015,grey_alder,101...110,protected_forest,0.0,kha
2015,grey_alder,11...20,protected_forest,1.1,kha
2015,grey_alder,111...120,protected_forest,0.0,kha
2015,grey_alder,121...130,protected_forest,0.0,kha
2015,grey_alder,131...140,protected_forest,0.0,kha
2015,grey_alder,141...,protected_forest,0.0,kha
2015,grey_alder,21...30,protected_forest,0.4,kha
2015,grey_alder,31...40,protected_forest,1.8,kha
2015,grey_alder,41...50,protected_forest,0.5,kha
2015,grey_alder,51...60,protected_forest,0.9,kha
2015,grey_alder,61...70,protected_forest,0.0,kha
2015,grey_alder,71...80,protected_forest,0.0,kha
