YEAR,OWNER,TYPE,DOMINANT_SPECIES,QUALITY_CLASS,AREA,UNIT,RELATIVE_ERROR_PERCENT
2022,State Forest Management Centre,production,spruce,1,53.842784748,kha,0.067487828
2022,State Forest Management Centre,production,spruce,1A,62.273332627,kha,0.070788008
2022,State Forest Management Centre,production,spruce,2,15.661349231,kha,0.105951339
2022,State Forest Management Centre,production,spruce,3,5.643766309,kha,0.18575762
2022,State Forest Management Centre,production,spruce,4,1.717604191,kha,0.301207348
2022,State Forest Management Centre,production,spruce,5,0.156145836,kha,1.000009621
2022,State Forest Management Centre,production,spruce,5A-5B,,kha,0.0
2022,State Forest Management Centre,production,spruce,all,139.294982941,kha,0.052693183
2022,State Forest Management Centre,protected,aspen,1,7.599773961,kha,0.174057918
2022,State Forest Management Centre,protected,aspen,1A,8.978869595,kha,0.172004955
2022,State Forest Management Centre,protected,aspen,2,1.40531252,kha,0.368553507
2022,State Forest Management Centre,protected,aspen,3,0.312291671,kha,0.707221977
2022,State Forest Management Centre,protected,aspen,4,,kha,0.0
2022,State Forest Management Centre,protected,aspen,5,0.156145836,kha,1.000009621
2022,State Forest Management Centre,protected,aspen,5A-5B,,kha,0.0
2022,State Forest Management Centre,protected,aspen,all,18.452393583,kha,0.120706433
2022,State Forest Management Centre,protected,birch,1,22.338816586,kha,0.11621876
2022,State Forest Management Centre,protected,birch,1A,11.382125764,kha,0.156827595
2022,State Forest Management Centre,protected,birch,2,22.462327941,kha,0.13238511
2022,State Forest Management Centre,protected,birch,3,15.680742544,kha,0.134786107
2022,State Forest Management Centre,protected,birch,4,8.633537465,kha,0.194038291
2022,State Forest Management Centre,protected,birch,5,3.747500053,kha,0.263586616
2022,State Forest Management Centre,protected,birch,5A-5B,0.780729178,kha,0.600016033
2022,State Forest Management Centre,protected,birch,all,85.025779531,kha,0.079913036
2022,State Forest Management Centre,protected,black alder,1,6.06176871,kha,0.214622994
2022,State Forest Management Centre,protected,black alder,1A,0.468437507,kha,0.57736693
2022,State Forest Management Centre,protected,black alder,2,6.132393472,kha,0.21164398
2022,State Forest Management Centre,protected,black alder,3,1.162412058,kha,0.46706962
2022,State Forest Management Centre,protected,black alder,4,0.312291671,kha,1.000009621
2022,State Forest Management Centre,protected,black alder,5,0.468437507,kha,0.577366932
2022,State Forest Management Centre,protected,black alder,5A-5B,0.156145836,kha,0.999919814
2022,State Forest Management Centre,protected,black alder,all,14.76188676,kha,0.149090929
2022,State Forest Management Centre,protected,grey alder,1,4.114239777,kha,0.189127193
2022,State Forest Management Centre,protected,grey alder,1A,0.156145836,kha,1.000009624
2022,State Forest Management Centre,protected,grey alder,2,2.699605351,kha,0.271834741
2022,State Forest Management Centre,protected,grey alder,3,0.780729178,kha,0.547740123
2022,State Forest Management Centre,protected,grey alder,4,,kha,0.0
2022,State Forest Management Centre,protected,grey alder,5,,kha,0.0
2022,State Forest Management Centre,protected,grey alder,5A-5B,,kha,0.0
2022,State Forest Management Centre,protected,grey alder,all,7.75072014,kha,0.177309757
2022,State Forest Management Centre,protected,pine,1,25.697716497,kha,0.109566867
2022,State Forest Management Centre,protected,pine,1A,4.165877205,kha,0.228755772
2022,State Forest Management Centre,protected,pine,2,33.524932483,kha,0.108261483
2022,State Forest Management Centre,protected,pine,3,30.246822426,kha,0.097018887
2022,State Forest Management Centre,protected,pine,4,27.458900991,kha,0.114750731
2022,State Forest Management Centre,protected,pine,5,21.217252278,kha,0.114585356
2022,State Forest Management Centre,protected,pine,5A-5B,24.821988193,kha,0.129474975
2022,State Forest Management Centre,protected,pine,all,167.133490073,kha,0.063879467
2022,State Forest Management Centre,protected,spruce,1,18.215270517,kha,0.123302315
2022,State Forest Management Centre,protected,spruce,1A,18.879717891,kha,0.131161257
2022,State Forest Management Centre,protected,spruce,2,11.133994417,kha,0.143595021
2022,State Forest Management Centre,protected,spruce,3,3.55545629,kha,0.234805137
2022,State Forest Management Centre,protected,spruce,4,2.498333369,kha,0.257576765
2022,State Forest Management Centre,protected,spruce,5,0.468437507,kha,0.5774758
2022,State Forest Management Centre,protected,spruce,5A-5B,,kha,0.0
2022,State Forest Management Centre,protected,spruce,all,54.75120999,kha,0.08761173
2022,all,production,aspen,1,59.263137595,kha,0.058263514
2022,all,production,aspen,1A,32.490794229,kha,0.072661952
2022,all,production,aspen,2,15.39293454,kha,0.121766369
2022,all,production,aspen,3,2.186041697,kha,0.281207719
2022,all,production,aspen,4,0.312291671,kha,0.707120387
2022,all,production,aspen,5,0.156145836,kha,0.999794069
2022,all,production,aspen,5A-5B,,kha,0.0
2022,all,production,aspen,all,109.801345568,kha,0.044671533
2022,all,production,birch,1,210.428592402,kha,0.035849421
2022,all,production,birch,1A,63.12378092,kha,0.061832694
2022,all,production,birch,2,158.741588288,kha,0.03992607
2022,all,production,birch,3,73.628007954,kha,0.0598273
2022,all,production,birch,4,17.689917853,kha,0.109371979
2022,all,production,birch,5,5.000882675,kha,0.217200893
2022,all,production,birch,5A-5B,1.249166684,kha,0.35352345
2022,all,production,birch,all,529.861936776,kha,0.025033695
2022,all,production,black alder,1,29.541933281,kha,0.081987886
2022,all,production,black alder,1A,3.034179032,kha,0.22989661
2022,all,production,black alder,2,26.162547035,kha,0.090941166
2022,all,production,black alder,3,7.406090667,kha,0.164286694
2022,all,production,black alder,4,0.80502547,kha,0.428146841
2022,all,production,black alder,5,,kha,0.0
2022,all,production,black alder,5A-5B,,kha,0.0
2022,all,production,black alder,all,66.949775485,kha,0.063194288
2022,all,production,grey alder,1,124.640415214,kha,0.045852916
2022,all,production,grey alder,1A,17.598510081,kha,0.108129146
2022,all,production,grey alder,2,47.385654782,kha,0.063042386
2022,all,production,grey alder,3,8.753238863,kha,0.159983059
2022,all,production,grey alder,4,1.493925281,kha,0.340424234
2022,all,production,grey alder,5,,kha,0.0
2022,all,production,grey alder,5A-5B,,kha,0.0
2022,all,production,grey alder,all,199.871744222,kha,0.038101289
2022,all,production,other,1,10.834085111,kha,0.127124551
2022,all,production,other,1A,5.41388841,kha,0.181813672
2022,all,production,other,2,4.828575745,kha,0.177716103
2022,all,production,other,3,3.369611516,kha,0.235935165
2022,all,production,other,4,2.172285249,kha,0.290556138
2022,all,production,other,5,0.312291671,kha,0.707164834
2022,all,production,other,5A-5B,,kha,0.0
2022,all,production,other,all,26.930737702,kha,0.086899711
2022,all,production,pine,1,118.581785035,kha,0.048012697
2022,all,production,pine,1A,39.062098029,kha,0.081270321
2022,all,production,pine,2,130.766687769,kha,0.044584385
2022,all,production,pine,3,89.079325421,kha,0.052134037
2022,all,production,pine,4,44.301587155,kha,0.074778161
2022,all,production,pine,5,26.288650412,kha,0.093996981
2022,all,production,pine,5A-5B,22.163339896,kha,0.129588736
2022,all,production,pine,all,470.243473718,kha,0.029751391
2022,all,production,spruce,1,117.776275513,kha,0.042497515
2022,all,production,spruce,1A,121.096107737,kha,0.044928479
2022,all,production,spruce,2,41.847614819,kha,0.066152514
2022,all,production,spruce,3,12.613304449,kha,0.123185296
2022,all,production,spruce,4,3.877038638,kha,0.212478517
2022,all,production,spruce,5,0.936875013,kha,0.408271856
2022,all,production,spruce,5A-5B,0.156145836,kha,1.000009621
2022,all,production,spruce,all,298.303362004,kha,0.031688532
2022,all,protected,aspen,1,9.056911284,kha,0.154479367
2022,all,protected,aspen,1A,10.197509769,kha,0.159845978
2022,all,protected,aspen,2,2.654479204,kha,0.294076715
2022,all,protected,aspen,3,0.780729178,kha,0.446994085
2022,all,protected,aspen,4,0.156145836,kha,1.000009619
2022,all,protected,aspen,5,0.156145836,kha,1.000009621
2022,all,protected,aspen,5A-5B,,kha,0.0
2022,all,protected,aspen,all,23.001921105,kha,0.107912078
2022,all,protected,birch,1,25.496116609,kha,0.10338634
2022,all,protected,birch,1A,12.298545673,kha,0.153122748
2022,all,protected,birch,2,27.256754592,kha,0.116001089
2022,all,protected,birch,3,18.361985144,kha,0.12182999
2022,all,protected,birch,4,9.972050797,kha,0.183933777
2022,all,protected,birch,5,3.903645888,kha,0.25618917
2022,all,protected,birch,5A-5B,0.780729178,kha,0.600016033
2022,all,protected,birch,all,98.069827881,kha,0.071720454
2022,all,protected,black alder,1,7.970183112,kha,0.194767118
2022,all,protected,black alder,1A,0.624583342,kha,0.500050668
2022,all,protected,black alder,2,7.693851827,kha,0.195942582
2022,all,protected,black alder,3,1.7869954,kha,0.350240487
2022,all,protected,black alder,4,0.312291671,kha,1.000009621
2022,all,protected,black alder,5,0.468437507,kha,0.577366932
2022,all,protected,black alder,5A-5B,0.156145836,kha,0.999919814
2022,all,protected,black alder,all,19.012488695,kha,0.138853824
2022,all,protected,grey alder,1,5.915288302,kha,0.155439046
2022,all,protected,grey alder,1A,0.312291671,kha,0.706917162
2022,all,protected,grey alder,2,4.362636572,kha,0.197629045
2022,all,protected,grey alder,3,1.025316014,kha,0.452411085
2022,all,protected,grey alder,4,0.156145836,kha,0.999928795
2022,all,protected,grey alder,5,,kha,0.0
2022,all,protected,grey alder,5A-5B,,kha,0.0
2022,all,protected,grey alder,all,11.771678395,kha,0.135610671
2022,all,protected,pine,1,28.601154622,kha,0.100952279
2022,all,protected,pine,1A,4.634314711,kha,0.211698692
2022,all,protected,pine,2,37.621605853,kha,0.099642233
2022,all,protected,pine,3,35.498225479,kha,0.088561875
2022,all,protected,pine,4,30.658110557,kha,0.108234557
2022,all,protected,pine,5,23.126509867,kha,0.108763654
2022,all,protected,pine,5A-5B,27.944904904,kha,0.120510025
2022,all,protected,pine,all,188.084825993,kha,0.0590859
2022,all,protected,spruce,1,21.538085126,kha,0.112458742
2022,all,protected,spruce,1A,20.389367058,kha,0.125190762
2022,all,protected,spruce,2,13.539514701,kha,0.128594013
2022,all,protected,spruce,3,4.309422071,kha,0.205876392
2022,all,protected,spruce,4,2.966770875,kha,0.235201521
2022,all,protected,spruce,5,0.468437507,kha,0.5774758
2022,all,protected,spruce,5A-5B,,kha,0.0
2022,all,protected,spruce,all,63.211597338,kha,0.080707519
2022,other,production,aspen,1,45.553829913,kha,0.064837081
2022,other,production,aspen,1A,20.420455694,kha,0.090036813
2022,other,production,aspen,2,11.908103011,kha,0.126323006
2022,other,production,aspen,3,1.717604191,kha,0.308300395
2022,other,production,aspen,4,0.312291671,kha,0.707120387
2022,other,production,aspen,5,0.156145836,kha,0.999794069
2022,other,production,aspen,5A-5B,,kha,0.0
2022,other,production,aspen,all,80.068430315,kha,0.051749405
2022,other,production,birch,1,137.875180088,kha,0.041561034
2022,other,production,birch,1A,42.38093092,kha,0.078143641
2022,other,production,birch,2,106.240330486,kha,0.04835019
2022,other,production,birch,3,53.529649889,kha,0.066145159
2022,other,production,birch,4,9.222472713,kha,0.146134386
2022,other,production,birch,5,2.970986813,kha,0.264662151
2022,other,production,birch,5A-5B,0.780729178,kha,0.447162815
2022,other,production,birch,all,353.000280087,kha,0.029824673
2022,other,production,black alder,1,19.490076347,kha,0.097669351
2022,other,production,black alder,1A,2.084609363,kha,0.274713407
2022,other,production,black alder,2,20.40787034,kha,0.102750034
2022,other,production,black alder,3,6.376433798,kha,0.174136272
2022,other,production,black alder,4,0.507676955,kha,0.538119651
2022,other,production,black alder,5,,kha,0.0
2022,other,production,black alder,5A-5B,,kha,0.0
2022,other,production,black alder,all,48.866666803,kha,0.072100942
2022,other,production,grey alder,1,110.534543953,kha,0.049882549
2022,other,production,grey alder,1A,16.078758279,kha,0.114470828
2022,other,production,grey alder,2,41.279759259,kha,0.067050445
2022,other,production,grey alder,3,7.516189095,kha,0.174320974
2022,other,production,grey alder,4,1.18163361,kha,0.387690684
2022,other,production,grey alder,5,,kha,0.0
2022,other,production,grey alder,5A-5B,,kha,0.0
2022,other,production,grey alder,all,176.590884196,kha,0.041323954
2022,other,production,other,1,10.111254809,kha,0.129581823
2022,other,production,other,1A,4.081870745,kha,0.207856612
2022,other,production,other,2,4.375018937,kha,0.180534957
2022,other,production,other,3,2.90117401,kha,0.227947416
2022,other,production,other,4,2.016139414,kha,0.308224102
2022,other,production,other,5,0.312291671,kha,0.707164834
2022,other,production,other,5A-5B,,kha,0.0
2022,other,production,other,all,23.797749585,kha,0.087593962
2022,other,production,pine,1,51.925907242,kha,0.067403732
2022,other,production,pine,1A,19.885218999,kha,0.098533305
2022,other,production,pine,2,64.688206047,kha,0.058118749
2022,other,production,pine,3,44.199920602,kha,0.068527371
2022,other,production,pine,4,20.536628196,kha,0.100813423
2022,other,production,pine,5,11.405188504,kha,0.128018997
2022,other,production,pine,5A-5B,5.948172615,kha,0.206676294
2022,other,production,pine,all,218.589242204,kha,0.040113075
2022,other,production,spruce,1,63.933490765,kha,0.052596376
2022,other,production,spruce,1A,58.82277511,kha,0.058565701
2022,other,production,spruce,2,26.186265588,kha,0.08661896
2022,other,production,spruce,3,6.96953814,kha,0.161847339
2022,other,production,spruce,4,2.159434447,kha,0.279002845
2022,other,production,spruce,5,0.780729178,kha,0.447235108
2022,other,production,spruce,5A-5B,0.156145836,kha,1.000009621
2022,other,production,spruce,all,159.008379063,kha,0.039701792
2022,other,protected,aspen,1,1.457137323,kha,0.356999126
2022,other,protected,aspen,1A,1.218640173,kha,0.397999375
2022,other,protected,aspen,2,1.249166684,kha,0.395178399
2022,other,protected,aspen,3,0.468437507,kha,0.576972764
2022,other,protected,aspen,4,0.156145836,kha,1.000009619
2022,other,protected,aspen,5,,kha,0.0
2022,other,protected,aspen,5A-5B,,kha,0.0
2022,other,protected,aspen,all,4.549527522,kha,0.220216337
2022,other,protected,birch,1,3.157300024,kha,0.233596659
2022,other,protected,birch,1A,0.916419909,kha,0.408802765
2022,other,protected,birch,2,4.794426651,kha,0.200840405
2022,other,protected,birch,3,2.6812426,kha,0.254051674
2022,other,protected,birch,4,1.338513331,kha,0.358849998
2022,other,protected,birch,5,0.156145836,kha,1.000009619
2022,other,protected,birch,5A-5B,,kha,0.0
2022,other,protected,birch,all,13.04404835,kha,0.129241342
2022,other,protected,black alder,1,1.908414402,kha,0.353753415
2022,other,protected,black alder,1A,0.156145836,kha,1.00007248
2022,other,protected,black alder,2,1.561458355,kha,0.424019972
2022,other,protected,black alder,3,0.624583342,kha,0.499444191
2022,other,protected,black alder,4,,kha,0.0
2022,other,protected,black alder,5,,kha,0.0
2022,other,protected,black alder,5A-5B,,kha,0.0
2022,other,protected,black alder,all,4.250601935,kha,0.269200594
2022,other,protected,grey alder,1,1.801048525,kha,0.289784342
2022,other,protected,grey alder,1A,0.156145836,kha,0.999722211
2022,other,protected,grey alder,2,1.663031221,kha,0.30305087
2022,other,protected,grey alder,3,0.244586837,kha,0.733942428
2022,other,protected,grey alder,4,0.156145836,kha,0.999928795
2022,other,protected,grey alder,5,,kha,0.0
2022,other,protected,grey alder,5A-5B,,kha,0.0
2022,other,protected,grey alder,all,4.020958255,kha,0.222699025
2022,other,protected,pine,1,2.903438124,kha,0.242350236
2022,other,protected,pine,1A,0.468437507,kha,0.577558731
2022,other,protected,pine,2,4.09667337,kha,0.243837489
2022,other,protected,pine,3,5.251403053,kha,0.201128175
2022,other,protected,pine,4,3.199209566,kha,0.297785349
2022,other,protected,pine,5,1.909257589,kha,0.360448524
2022,other,protected,pine,5A-5B,3.122916711,kha,0.346418491
2022,other,protected,pine,all,20.95133592,kha,0.15275274
2022,other,protected,spruce,1,3.322814609,kha,0.235375162
2022,other,protected,spruce,1A,1.509649167,kha,0.310147291
2022,other,protected,spruce,2,2.405520284,kha,0.268250072
2022,other,protected,spruce,3,0.753965781,kha,0.397917042
2022,other,protected,spruce,4,0.468437507,kha,0.577180255
2022,other,protected,spruce,5,,kha,0.0
2022,other,protected,spruce,5A-5B,,kha,0.0
2022,other,protected,spruce,all,8.460387348,kha,0.162829632
2023,State Forest Management Centre,production,aspen,1,14.04923166,kha,0.138221629
2023,State Forest Management Centre,production,aspen,1A,11.335719906,kha,0.12725113
2023,State Forest Management Centre,production,aspen,2,3.479037895,kha,0.252117932
2023,State Forest Management Centre,production,aspen,3,0.467658716,kha,0.577325184
2023,State Forest Management Centre,production,aspen,4,,kha,0.0
2023,State Forest Management Centre,production,aspen,5,,kha,0.0
2023,State Forest Management Centre,production,aspen,5A-5B,,kha,0.0
2023,State Forest Management Centre,production,aspen,all,29.331648176,kha,0.092632344
2023,State Forest Management Centre,production,birch,1,73.841440562,kha,0.070053962
2023,State Forest Management Centre,production,birch,1A,19.204561043,kha,0.101669385
2023,State Forest Management Centre,production,birch,2,52.698995333,kha,0.068282091
2023,State Forest Management Centre,production,birch,3,20.478447796,kha,0.122499154
2023,State Forest Management Centre,production,birch,4,8.459416152,kha,0.166728053
2023,State Forest Management Centre,production,birch,5,2.268986556,kha,0.294082979
2023,State Forest Management Centre,production,birch,5A-5B,0.467658716,kha,0.577366592
2023,State Forest Management Centre,production,birch,all,177.419506159,kha,0.048936
2023,State Forest Management Centre,production,black alder,1,10.227696111,kha,0.152570054
2023,State Forest Management Centre,production,black alder,1A,1.09120367,kha,0.378009736
2023,State Forest Management Centre,production,black alder,2,5.609644237,kha,0.172523998
2023,State Forest Management Centre,production,black alder,3,0.795846014,kha,0.459609964
2023,State Forest Management Centre,production,black alder,4,0.296854164,kha,0.707626669
2023,State Forest Management Centre,production,black alder,5,,kha,0.0
2023,State Forest Management Centre,production,black alder,5A-5B,,kha,0.0
2023,State Forest Management Centre,production,black alder,all,18.021244195,kha,0.11637672
2023,State Forest Management Centre,production,grey alder,1,12.857029296,kha,0.126562872
2023,State Forest Management Centre,production,grey alder,1A,1.778054025,kha,0.29106231
2023,State Forest Management Centre,production,grey alder,2,6.488686736,kha,0.167915598
2023,State Forest Management Centre,production,grey alder,3,1.546765613,kha,0.316484504
2023,State Forest Management Centre,production,grey alder,4,0.311772477,kha,0.707088411
2023,State Forest Management Centre,production,grey alder,5,,kha,0.0
2023,State Forest Management Centre,production,grey alder,5A-5B,,kha,0.0
2023,State Forest Management Centre,production,grey alder,all,22.982308148,kha,0.098499855
2023,State Forest Management Centre,production,other,1,0.900133907,kha,0.478956894
2023,State Forest Management Centre,production,other,1A,1.079948683,kha,0.417934709
2023,State Forest Management Centre,production,other,2,0.647613789,kha,0.446388493
2023,State Forest Management Centre,production,other,3,0.623544954,kha,0.61197045
2023,State Forest Management Centre,production,other,4,0.155886239,kha,1.000009423
2023,State Forest Management Centre,production,other,5,,kha,0.0
2023,State Forest Management Centre,production,other,5A-5B,,kha,0.0
2023,State Forest Management Centre,production,other,all,3.407127573,kha,0.275044277
2023,State Forest Management Centre,production,pine,1,62.849418635,kha,0.070197086
2023,State Forest Management Centre,production,pine,1A,17.402329062,kha,0.122456034
2023,State Forest Management Centre,production,pine,2,64.538025137,kha,0.068653619
2023,State Forest Management Centre,production,pine,3,43.821180516,kha,0.081089904
2023,State Forest Management Centre,production,pine,4,22.770287275,kha,0.102187616
2023,State Forest Management Centre,production,pine,5,15.189399197,kha,0.134696015
2023,State Forest Management Centre,production,pine,5A-5B,16.709352378,kha,0.140044258
2023,State Forest Management Centre,production,pine,all,243.279992201,kha,0.045679542
2023,State Forest Management Centre,production,spruce,1,53.305985169,kha,0.068962032
2023,State Forest Management Centre,production,spruce,1A,61.058020748,kha,0.074906538
2023,State Forest Management Centre,production,spruce,2,15.037955717,kha,0.108858961
2023,State Forest Management Centre,production,spruce,3,5.774150985,kha,0.187023405
2023,State Forest Management Centre,production,spruce,4,1.558862385,kha,0.315925724
2023,State Forest Management Centre,production,spruce,5,0.155886239,kha,1.000009424
2023,State Forest Management Centre,production,spruce,5A-5B,,kha,0.0
2023,State Forest Management Centre,production,spruce,all,136.890861242,kha,0.054169611
2023,State Forest Management Centre,protected,aspen,1,7.431252878,kha,0.180050095
2023,State Forest Management Centre,protected,aspen,1A,9.466784203,kha,0.174200244
2023,State Forest Management Centre,protected,aspen,2,1.402976147,kha,0.368471859
2023,State Forest Management Centre,protected,aspen,3,0.311772477,kha,0.707221528
2023,State Forest Management Centre,protected,aspen,4,,kha,0.0
2023,State Forest Management Centre,protected,aspen,5,,kha,0.0
2023,State Forest Management Centre,protected,aspen,5A-5B,,kha,0.0
2023,State Forest Management Centre,protected,aspen,all,18.612785705,kha,0.127337105
2023,State Forest Management Centre,protected,birch,1,22.864426975,kha,0.113230289
2023,State Forest Management Centre,protected,birch,1A,12.766178796,kha,0.145426908
2023,State Forest Management Centre,protected,birch,2,21.879381833,kha,0.121799355
2023,State Forest Management Centre,protected,birch,3,16.170095113,kha,0.133208599
2023,State Forest Management Centre,protected,birch,4,8.417856881,kha,0.200297434
2023,State Forest Management Centre,protected,birch,5,4.520700918,kha,0.220866661
2023,State Forest Management Centre,protected,birch,5A-5B,0.935317431,kha,0.471424513
2023,State Forest Management Centre,protected,birch,all,87.553957947,kha,0.074931408
2023,State Forest Management Centre,protected,black alder,1,6.207577082,kha,0.218100278
2023,State Forest Management Centre,protected,black alder,1A,0.623544954,kha,0.500018846
2023,State Forest Management Centre,protected,black alder,2,6.310727006,kha,0.207116588
2023,State Forest Management Centre,protected,black alder,3,1.495416686,kha,0.418445427
2023,State Forest Management Centre,protected,black alder,4,0.467658716,kha,0.745368635
2023,State Forest Management Centre,protected,black alder,5,0.467658716,kha,0.577366592
2023,State Forest Management Centre,protected,black alder,5A-5B,0.155886239,kha,0.999857007
2023,State Forest Management Centre,protected,black alder,all,15.728469399,kha,0.149464943
2023,State Forest Management Centre,protected,grey alder,1,3.447315045,kha,0.203869097
2023,State Forest Management Centre,protected,grey alder,1A,0.155886239,kha,1.000009428
2023,State Forest Management Centre,protected,grey alder,2,3.155496006,kha,0.241917028
2023,State Forest Management Centre,protected,grey alder,3,0.623544954,kha,0.612387827
2023,State Forest Management Centre,protected,grey alder,4,,kha,0.0
2023,State Forest Management Centre,protected,grey alder,5,,kha,0.0
2023,State Forest Management Centre,protected,grey alder,5A-5B,,kha,0.0
2023,State Forest Management Centre,protected,grey alder,all,7.382242244,kha,0.175557001
2023,State Forest Management Centre,protected,pine,1,26.393629061,kha,0.106966032
2023,State Forest Management Centre,protected,pine,1A,4.162864057,kha,0.22542414
2023,State Forest Management Centre,protected,pine,2,34.886358102,kha,0.111798882
2023,State Forest Management Centre,protected,pine,3,31.678796092,kha,0.099769646
2023,State Forest Management Centre,protected,pine,4,27.695201209,kha,0.107455542
2023,State Forest Management Centre,protected,pine,5,20.847040807,kha,0.107389739
2023,State Forest Management Centre,protected,pine,5A-5B,25.248379632,kha,0.127291217
2023,State Forest Management Centre,protected,pine,all,170.912268961,kha,0.063377285
2023,State Forest Management Centre,protected,spruce,1,16.749820445,kha,0.1163953
2023,State Forest Management Centre,protected,spruce,1A,18.274917871,kha,0.134919149
2023,State Forest Management Centre,protected,spruce,2,12.055976682,kha,0.14102785
2023,State Forest Management Centre,protected,spruce,3,3.931482113,kha,0.227089322
2023,State Forest Management Centre,protected,spruce,4,2.494179817,kha,0.257556685
2023,State Forest Management Centre,protected,spruce,5,0.467658716,kha,0.57755807
2023,State Forest Management Centre,protected,spruce,5A-5B,,kha,0.0
2023,State Forest Management Centre,protected,spruce,all,53.974035644,kha,0.087023301
2023,all,production,aspen,1,59.979802402,kha,0.057088722
2023,all,production,aspen,1A,33.51142589,kha,0.07194165
2023,all,production,aspen,2,16.031668133,kha,0.119672469
2023,all,production,aspen,3,3.117724771,kha,0.257164294
2023,all,production,aspen,4,0.467658716,kha,0.577283772
2023,all,production,aspen,5,0.155886239,kha,0.999785269
2023,all,production,aspen,5A-5B,,kha,0.0
2023,all,production,aspen,all,113.264166149,kha,0.044760815
2023,all,production,birch,1,212.539023309,kha,0.036128386
2023,all,production,birch,1A,65.071904327,kha,0.062032723
2023,all,production,birch,2,158.75228498,kha,0.039188473
2023,all,production,birch,3,74.00050688,kha,0.057961974
2023,all,production,birch,4,19.131575106,kha,0.106644648
2023,all,production,birch,5,6.01446521,kha,0.20193625
2023,all,production,birch,5A-5B,1.247089908,kha,0.353580047
2023,all,production,birch,all,536.75684972,kha,0.024617401
2023,all,production,black alder,1,29.289060055,kha,0.081751502
2023,all,production,black alder,1A,3.426660118,kha,0.215029758
2023,all,production,black alder,2,25.47347936,kha,0.09118662
2023,all,production,black alder,3,7.948701658,kha,0.157993533
2023,all,production,black alder,4,0.95957333,kha,0.393464681
2023,all,production,black alder,5,,kha,0.0
2023,all,production,black alder,5A-5B,,kha,0.0
2023,all,production,black alder,all,67.097474522,kha,0.062607703
2023,all,production,grey alder,1,124.136545388,kha,0.044437672
2023,all,production,grey alder,1A,16.636724979,kha,0.112016973
2023,all,production,grey alder,2,52.014561214,kha,0.060697731
2023,all,production,grey alder,3,9.296696728,kha,0.155589807
2023,all,production,grey alder,4,1.647327826,kha,0.326379615
2023,all,production,grey alder,5,0.155886239,kha,1.000009424
2023,all,production,grey alder,5A-5B,,kha,0.0
2023,all,production,grey alder,all,203.887742374,kha,0.036541473
2023,all,production,other,1,11.306350938,kha,0.123598149
2023,all,production,other,1A,4.687374484,kha,0.196457546
2023,all,production,other,2,5.713043579,kha,0.1818255
2023,all,production,other,3,3.29297208,kha,0.224347603
2023,all,production,other,4,2.012787523,kha,0.298248392
2023,all,production,other,5,0.155886239,kha,1.000072178
2023,all,production,other,5A-5B,,kha,0.0
2023,all,production,other,all,27.168414843,kha,0.085184528
2023,all,production,pine,1,114.307715396,kha,0.04842404
2023,all,production,pine,1A,35.421811743,kha,0.087143343
2023,all,production,pine,2,125.771293194,kha,0.04652119
2023,all,production,pine,3,89.210888365,kha,0.053813043
2023,all,production,pine,4,44.906429332,kha,0.072498671
2023,all,production,pine,5,27.234884736,kha,0.09309334
2023,all,production,pine,5A-5B,22.945674882,kha,0.121259754
2023,all,production,pine,all,459.798697648,kha,0.029739685
2023,all,production,spruce,1,116.879058901,kha,0.042363745
2023,all,production,spruce,1A,118.848821822,kha,0.046579832
2023,all,production,spruce,2,41.599941915,kha,0.067342094
2023,all,production,spruce,3,13.050795891,kha,0.117322476
2023,all,production,spruce,4,3.62555537,kha,0.22139729
2023,all,production,spruce,5,0.935317431,kha,0.408271375
2023,all,production,spruce,5A-5B,0.21704041,kha,0.77148683
2023,all,production,spruce,all,295.15653174,kha,0.031790199
2023,all,protected,aspen,1,9.041853905,kha,0.153343198
2023,all,protected,aspen,1A,11.618715783,kha,0.153601783
2023,all,protected,aspen,2,2.961838532,kha,0.278325528
2023,all,protected,aspen,3,0.623544954,kha,0.499678066
2023,all,protected,aspen,4,0.155886239,kha,1.000009423
2023,all,protected,aspen,5,,kha,0.0
2023,all,protected,aspen,5A-5B,,kha,0.0
2023,all,protected,aspen,all,24.401839414,kha,0.109147149
2023,all,protected,birch,1,26.018145878,kha,0.101431103
2023,all,protected,birch,1A,13.525188892,kha,0.141912601
2023,all,protected,birch,2,26.93748497,kha,0.107752266
2023,all,protected,birch,3,19.482677682,kha,0.117839555
2023,all,protected,birch,4,10.111358211,kha,0.185608741
2023,all,protected,birch,5,4.520700918,kha,0.220866661
2023,all,protected,birch,5A-5B,0.935317431,kha,0.471424513
2023,all,protected,birch,all,101.530873981,kha,0.067259211
2023,all,protected,black alder,1,8.4964859,kha,0.195898668
2023,all,protected,black alder,1A,0.779431193,kha,0.44726273
2023,all,protected,black alder,2,8.02547563,kha,0.190636312
2023,all,protected,black alder,3,2.274847879,kha,0.329204213
2023,all,protected,black alder,4,0.467658716,kha,0.745368635
2023,all,protected,black alder,5,0.467658716,kha,0.577366592
2023,all,protected,black alder,5A-5B,0.155886239,kha,0.999857007
2023,all,protected,black alder,all,20.667444272,kha,0.13689578
2023,all,protected,grey alder,1,5.289048599,kha,0.165826859
2023,all,protected,grey alder,1A,0.311772477,kha,0.706917227
2023,all,protected,grey alder,2,4.850026185,kha,0.19051695
2023,all,protected,grey alder,3,0.867725158,kha,0.486194545
