Aasta;Majanduskategooria;Omand;Meetrik;Enamuspuuliik;Kaitsepõhjus;Meetriku väärtus
2007;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;61...70;2,8
2008;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;61...70;2,4
2009;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;61...70;2,2
2010;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;61...70;2,2
2011;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;61...70;2,0
2012;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;61...70;2,7
2013;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;61...70;3,6
2014;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;61...70;3,7
2015;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;61...70;3,3
2016;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;61...70;3,8
2017;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;61...70;3,2
2018;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;61...70;2,9
2019;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;61...70;2,4
2020;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;61...70;2,4
2021;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;61...70;2,3
2022;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;61...70;2,0
2023;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;61...70;1,9
2024;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;61...70;1,9
1999;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;51...60;2,3
2000;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;51...60;5,0
2001;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;51...60;4,9
2002;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;51...60;4,7
2003;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;51...60;5,0
2004;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;51...60;5,2
2005;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;51...60;4,5
2006;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;51...60;5,8
2007;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;51...60;5,7
2008;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;51...60;5,8
2009;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;51...60;5,8
2010;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;51...60;5,5
2011;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;51...60;4,2
2012;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;51...60;3,6
2013;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;51...60;3,0
2014;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;51...60;2,6
2015;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;51...60;3,0
