Aasta;Majanduskategooria;Omand;Meetrik;Enamuspuuliik;Kaitsepõhjus;Meetriku väärtus
2016;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;61...70;91,0
2017;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;61...70;86,9
2018;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;61...70;86,3
2019;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;61...70;83,9
2020;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;61...70;79,2
2021;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;61...70;71,2
2022;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;61...70;65,7
2023;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;61...70;59,8
2024;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;61...70;52,6
1999;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;51...60;88,8
2000;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;51...60;90,2
2001;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;51...60;87,3
2002;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;51...60;80,6
2003;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;51...60;78,1
2004;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;51...60;77,1
2005;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;51...60;73,1
2006;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;51...60;77,2
2007;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;51...60;84,9
2008;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;51...60;87,0
2009;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;51...60;86,9
2010;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;51...60;84,5
2011;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;51...60;78,9
2012;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;51...60;76,2
2013;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;51...60;76,8
2014;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;51...60;76,3
2015;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;51...60;75,6
2016;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;51...60;73,1
2017;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;51...60;66,7
2018;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;51...60;63,6
2019;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;51...60;60,3
2020;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;51...60;57,6
2021;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;51...60;53,1
2022;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;51...60;51,6
2023;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;51...60;49,4
2024;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;51...60;46,5
1999;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;41...50;76,7
2000;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;41...50;81,9
2001;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;41...50;80,1
2002;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;41...50;79,6
2003;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;41...50;80,3
2004;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;41...50;79,1
2005;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;41...50;74,1
2006;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;41...50;77,7
2007;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;41...50;76,3
2008;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;41...50;70,8
2009;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;41...50;67,6
2010;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;41...50;68,9
2011;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Mänd;41...50;61,5
