Aasta;Majanduskategooria;Omand;Meetrik;Enamuspuuliik;Kaitsepõhjus;Meetriku väärtus
2005;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;61...70;15,4
2006;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;61...70;16,8
2007;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;61...70;16,2
2008;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;61...70;16,1
2009;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;61...70;14,5
2010;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;61...70;13,7
2011;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;61...70;14,7
2012;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;61...70;15,8
2013;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;61...70;17,0
2014;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;61...70;18,6
2015;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;61...70;20,0
2016;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;61...70;18,2
2017;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;61...70;18,0
2018;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;61...70;17,2
2019;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;61...70;15,5
2020;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;61...70;16,2
2021;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;61...70;15,8
2022;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;61...70;17,2
2023;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;61...70;19,1
2024;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;61...70;19,7
1999;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;51...60;28,3
2000;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;51...60;28,8
2001;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;51...60;27,5
