Aasta;Majanduskategooria;Omand;Meetrik;Enamuspuuliik;Kaitsepõhjus;Laadimise ajatempel aruandele;Meetriku väärtus
2008;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;81...90;27.02.2025 13:21:59;2,1
2009;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;81...90;27.02.2025 13:21:59;1,9
2010;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;81...90;27.02.2025 13:21:59;2,5
2011;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;81...90;27.02.2025 13:21:59;2,3
2012;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;81...90;27.02.2025 13:21:59;2,5
2013;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;81...90;27.02.2025 13:21:59;2,5
2014;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;81...90;27.02.2025 13:21:59;2,9
2015;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;81...90;27.02.2025 13:21:59;2,0
2016;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;81...90;27.02.2025 13:21:59;2,6
2017;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;81...90;27.02.2025 13:21:59;2,5
2018;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;81...90;27.02.2025 13:21:59;2,2
2019;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;81...90;27.02.2025 13:21:59;2,2
2020;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;81...90;27.02.2025 13:21:59;2,0
2021;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;81...90;27.02.2025 13:21:59;1,6
2022;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;81...90;27.02.2025 13:21:59;1,7
2023;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;81...90;27.02.2025 13:21:59;1,6
1999;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;71...80;27.02.2025 13:21:59;5,7
2000;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;71...80;27.02.2025 13:21:59;4,5
2001;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;71...80;27.02.2025 13:21:59;4,1
2002;Kogu metsamaa;Kokku;Pindala (tuhat ha);Teised;71...80;27.02.2025 13:21:59;4,1
