Aasta;Majanduskategooria;Omand;Meetrik;Enamuspuuliik;Kaitsepõhjus;Laadimise ajatempel aruandele;Meetriku väärtus
2002;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;81...90;27.02.2025 13:21:59;25,5
2003;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;81...90;27.02.2025 13:21:59;26,3
2004;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;81...90;27.02.2025 13:21:59;28,0
2005;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;81...90;27.02.2025 13:21:59;26,4
2006;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;81...90;27.02.2025 13:21:59;27,4
2007;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;81...90;27.02.2025 13:21:59;25,5
2008;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;81...90;27.02.2025 13:21:59;25,4
2009;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;81...90;27.02.2025 13:21:59;22,3
2010;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;81...90;27.02.2025 13:21:59;23,2
2011;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;81...90;27.02.2025 13:21:59;21,5
2012;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;81...90;27.02.2025 13:21:59;21,8
2013;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;81...90;27.02.2025 13:21:59;19,0
2014;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;81...90;27.02.2025 13:21:59;19,2
2015;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;81...90;27.02.2025 13:21:59;17,7
2016;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;81...90;27.02.2025 13:21:59;19,6
2017;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;81...90;27.02.2025 13:21:59;21,3
2018;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;81...90;27.02.2025 13:21:59;22,9
2019;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;81...90;27.02.2025 13:21:59;20,6
2020;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;81...90;27.02.2025 13:21:59;19,3
2021;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;81...90;27.02.2025 13:21:59;17,0
2022;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;81...90;27.02.2025 13:21:59;14,8
2023;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;81...90;27.02.2025 13:21:59;14,2
1999;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;71...80;27.02.2025 13:21:59;35,4
2000;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;71...80;27.02.2025 13:21:59;44,8
2001;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;71...80;27.02.2025 13:21:59;44,5
2002;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;71...80;27.02.2025 13:21:59;42,8
2003;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;71...80;27.02.2025 13:21:59;44,0
2004;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;71...80;27.02.2025 13:21:59;43,5
2005;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;71...80;27.02.2025 13:21:59;41,2
2006;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;71...80;27.02.2025 13:21:59;41,2
2007;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;71...80;27.02.2025 13:21:59;42,6
2008;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;71...80;27.02.2025 13:21:59;40,5
2009;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;71...80;27.02.2025 13:21:59;40,1
2010;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;71...80;27.02.2025 13:21:59;39,7
2011;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;71...80;27.02.2025 13:21:59;40,0
2012;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;71...80;27.02.2025 13:21:59;37,6
2013;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;71...80;27.02.2025 13:21:59;36,1
2014;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;71...80;27.02.2025 13:21:59;38,3
2015;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;71...80;27.02.2025 13:21:59;34,7
2016;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;71...80;27.02.2025 13:21:59;32,7
2017;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;71...80;27.02.2025 13:21:59;33,1
2018;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;71...80;27.02.2025 13:21:59;35,8
2019;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;71...80;27.02.2025 13:21:59;32,0
2020;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;71...80;27.02.2025 13:21:59;32,2
2021;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;71...80;27.02.2025 13:21:59;29,7
2022;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;71...80;27.02.2025 13:21:59;26,4
2023;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;71...80;27.02.2025 13:21:59;22,7
1999;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;61...70;27.02.2025 13:21:59;53,2
2000;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;61...70;27.02.2025 13:21:59;51,0
2001;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;61...70;27.02.2025 13:21:59;55,3
2002;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;61...70;27.02.2025 13:21:59;55,5
2003;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;61...70;27.02.2025 13:21:59;52,6
2004;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;61...70;27.02.2025 13:21:59;48,4
2005;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;61...70;27.02.2025 13:21:59;47,4
2006;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Kuusk;61...70;27.02.2025 13:21:59;43,1
