Aasta;Majanduskategooria;Omand;Meetrik;Enamuspuuliik;Kaitsepõhjus;Laadimise ajatempel aruandele;Meetriku väärtus
2019;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;81...90;27.02.2025 13:21:59;4,6
2020;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;81...90;27.02.2025 13:21:59;6,0
2021;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;81...90;27.02.2025 13:21:59;5,8
2022;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;81...90;27.02.2025 13:21:59;5,1
2023;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;81...90;27.02.2025 13:21:59;6,3
1999;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;71...80;27.02.2025 13:21:59;9,1
2000;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;71...80;27.02.2025 13:21:59;7,7
2001;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;71...80;27.02.2025 13:21:59;8,4
2002;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;71...80;27.02.2025 13:21:59;7,9
2003;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;71...80;27.02.2025 13:21:59;7,2
2004;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;71...80;27.02.2025 13:21:59;7,3
2005;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;71...80;27.02.2025 13:21:59;7,8
2006;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;71...80;27.02.2025 13:21:59;7,4
2007;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;71...80;27.02.2025 13:21:59;7,8
2008;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;71...80;27.02.2025 13:21:59;8,4
2009;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;71...80;27.02.2025 13:21:59;8,4
2010;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;71...80;27.02.2025 13:21:59;8,2
2011;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;71...80;27.02.2025 13:21:59;8,1
2012;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;71...80;27.02.2025 13:21:59;8,6
2013;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;71...80;27.02.2025 13:21:59;9,0
2014;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;71...80;27.02.2025 13:21:59;9,4
2015;Kogu metsamaa;Kokku;Pindala (tuhat ha);Haab;71...80;27.02.2025 13:21:59;10,3
