Aasta;Majanduskategooria;Omand;Meetrik;Enamuspuuliik;Kaitsepõhjus;Laadimise ajatempel aruandele;Meetriku väärtus
2015;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;71...80;27.02.2025 13:21:59;4,3
2016;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;71...80;27.02.2025 13:21:59;4,6
2017;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;71...80;27.02.2025 13:21:59;4,6
2018;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;71...80;27.02.2025 13:21:59;6,1
2019;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;71...80;27.02.2025 13:21:59;6,1
2020;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;71...80;27.02.2025 13:21:59;6,0
2021;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;71...80;27.02.2025 13:21:59;5,5
2022;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;71...80;27.02.2025 13:21:59;4,9
2023;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;71...80;27.02.2025 13:21:59;4,7
1999;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;61...70;27.02.2025 13:21:59;2,4
2000;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;61...70;27.02.2025 13:21:59;5,7
2001;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;61...70;27.02.2025 13:21:59;5,0
2002;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;61...70;27.02.2025 13:21:59;5,1
2003;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;61...70;27.02.2025 13:21:59;4,7
2004;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;61...70;27.02.2025 13:21:59;5,1
2005;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;61...70;27.02.2025 13:21:59;4,7
2006;Majandatav metsamaa;Kokku;Pindala (tuhat ha);Sanglepp;61...70;27.02.2025 13:21:59;5,2
